==========================================
SLURM_JOB_ID = 8521662
SLURM_JOB_NODELIST = e23-01
TMPDIR = /tmp/SLURM_8521662
==========================================
==============================================
Array task: 0   Node: e23-01.hpc.usc.edu   Start: Sun May  3 14:54:57 PDT 2026
==============================================
Running lambda=0.0  adv_c=0.1,0.5,1.0,3.0,10.0  ratios=none,0.85,0.90,0.93,0.95,0.97,0.99 (ternary EO + projection)
==============================================
Train=17348 Val=3717 Test=3718  Tag=lam_0.0
Class distribution train: [2914, 1001, 13433]
Config: ternary EO adversary on softmax probs, projection=True, reweighting=FALSE, warmup=5
Grid: 5 cells x 7 ratios = 35 rows
  [ 1/5] lam=0.000 c=0.10 ratio= none  val_f1m=0.5355 val_FPRgap=0.1352  test_f1m=0.5415 test_FPRgap=0.1440
  [ 1/5] lam=0.000 c=0.10 ratio= 0.85  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 1/5] lam=0.000 c=0.10 ratio= 0.90  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 1/5] lam=0.000 c=0.10 ratio= 0.93  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 1/5] lam=0.000 c=0.10 ratio= 0.95  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 1/5] lam=0.000 c=0.10 ratio= 0.97  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 1/5] lam=0.000 c=0.10 ratio= 0.99  val_f1m=0.5323 val_FPRgap=0.0600  test_f1m=0.5349 test_FPRgap=0.0699
  [ 2/5] lam=0.000 c=0.50 ratio= none  val_f1m=0.5355 val_FPRgap=0.1352  test_f1m=0.5415 test_FPRgap=0.1440
  [ 2/5] lam=0.000 c=0.50 ratio= 0.85  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 2/5] lam=0.000 c=0.50 ratio= 0.90  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 2/5] lam=0.000 c=0.50 ratio= 0.93  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 2/5] lam=0.000 c=0.50 ratio= 0.95  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 2/5] lam=0.000 c=0.50 ratio= 0.97  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 2/5] lam=0.000 c=0.50 ratio= 0.99  val_f1m=0.5323 val_FPRgap=0.0600  test_f1m=0.5349 test_FPRgap=0.0699
  [ 3/5] lam=0.000 c=1.00 ratio= none  val_f1m=0.5355 val_FPRgap=0.1352  test_f1m=0.5415 test_FPRgap=0.1440
  [ 3/5] lam=0.000 c=1.00 ratio= 0.85  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 3/5] lam=0.000 c=1.00 ratio= 0.90  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 3/5] lam=0.000 c=1.00 ratio= 0.93  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 3/5] lam=0.000 c=1.00 ratio= 0.95  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 3/5] lam=0.000 c=1.00 ratio= 0.97  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 3/5] lam=0.000 c=1.00 ratio= 0.99  val_f1m=0.5323 val_FPRgap=0.0600  test_f1m=0.5349 test_FPRgap=0.0699
  [ 4/5] lam=0.000 c=3.00 ratio= none  val_f1m=0.5355 val_FPRgap=0.1352  test_f1m=0.5415 test_FPRgap=0.1440
  [ 4/5] lam=0.000 c=3.00 ratio= 0.85  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 4/5] lam=0.000 c=3.00 ratio= 0.90  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 4/5] lam=0.000 c=3.00 ratio= 0.93  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 4/5] lam=0.000 c=3.00 ratio= 0.95  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 4/5] lam=0.000 c=3.00 ratio= 0.97  val_f1m=0.5196 val_FPRgap=0.0589  test_f1m=0.5212 test_FPRgap=0.0694
  [ 4/5] lam=0.000 c=3.00 ratio= 0.99  val_f1m=0.5323 val_FPRgap=0.0600  test_f1m=0.5349 test_FPRgap=0.0699
