==========================================
SLURM_JOB_ID = 8521669
SLURM_JOB_NODELIST = e22-02
TMPDIR = /tmp/SLURM_8521669
==========================================
==============================================
Array task: 7   Node: e22-02.hpc.usc.edu   Start: Sun May  3 14:54:57 PDT 2026
==============================================
Running lambda=0.6  adv_c=0.1,0.5,1.0,3.0,10.0  ratios=none,0.85,0.90,0.93,0.95,0.97,0.99 (ternary EO + projection)
==============================================
Train=17348 Val=3717 Test=3718  Tag=lam_0.6
Class distribution train: [2914, 1001, 13433]
Config: ternary EO adversary on softmax probs, projection=True, reweighting=FALSE, warmup=5
Grid: 5 cells x 7 ratios = 35 rows
  [ 1/5] lam=0.600 c=0.10 ratio= none  val_f1m=0.5362 val_FPRgap=0.1139  test_f1m=0.5418 test_FPRgap=0.1502
  [ 1/5] lam=0.600 c=0.10 ratio= 0.85  val_f1m=0.4972 val_FPRgap=0.0434  test_f1m=0.5026 test_FPRgap=0.0516
  [ 1/5] lam=0.600 c=0.10 ratio= 0.90  val_f1m=0.4972 val_FPRgap=0.0434  test_f1m=0.5026 test_FPRgap=0.0516
  [ 1/5] lam=0.600 c=0.10 ratio= 0.93  val_f1m=0.5158 val_FPRgap=0.0458  test_f1m=0.5157 test_FPRgap=0.0534
  [ 1/5] lam=0.600 c=0.10 ratio= 0.95  val_f1m=0.5158 val_FPRgap=0.0458  test_f1m=0.5157 test_FPRgap=0.0534
  [ 1/5] lam=0.600 c=0.10 ratio= 0.97  val_f1m=0.5349 val_FPRgap=0.0665  test_f1m=0.5375 test_FPRgap=0.0844
  [ 1/5] lam=0.600 c=0.10 ratio= 0.99  val_f1m=0.5349 val_FPRgap=0.0665  test_f1m=0.5375 test_FPRgap=0.0844
  [ 2/5] lam=0.600 c=0.50 ratio= none  val_f1m=0.5358 val_FPRgap=0.1306  test_f1m=0.5442 test_FPRgap=0.1380
  [ 2/5] lam=0.600 c=0.50 ratio= 0.85  val_f1m=0.5004 val_FPRgap=0.0634  test_f1m=0.5144 test_FPRgap=0.0350
  [ 2/5] lam=0.600 c=0.50 ratio= 0.90  val_f1m=0.5004 val_FPRgap=0.0634  test_f1m=0.5144 test_FPRgap=0.0350
  [ 2/5] lam=0.600 c=0.50 ratio= 0.93  val_f1m=0.5004 val_FPRgap=0.0634  test_f1m=0.5144 test_FPRgap=0.0350
  [ 2/5] lam=0.600 c=0.50 ratio= 0.95  val_f1m=0.5091 val_FPRgap=0.0651  test_f1m=0.5235 test_FPRgap=0.0313
  [ 2/5] lam=0.600 c=0.50 ratio= 0.97  val_f1m=0.5260 val_FPRgap=0.0672  test_f1m=0.5369 test_FPRgap=0.0335
  [ 2/5] lam=0.600 c=0.50 ratio= 0.99  val_f1m=0.5315 val_FPRgap=0.0782  test_f1m=0.5382 test_FPRgap=0.0828
  [ 3/5] lam=0.600 c=1.00 ratio= none  val_f1m=0.5167 val_FPRgap=0.1311  test_f1m=0.5485 test_FPRgap=0.1475
  [ 3/5] lam=0.600 c=1.00 ratio= 0.85  val_f1m=0.4763 val_FPRgap=0.0531  test_f1m=0.4900 test_FPRgap=0.0215
  [ 3/5] lam=0.600 c=1.00 ratio= 0.90  val_f1m=0.4763 val_FPRgap=0.0531  test_f1m=0.4900 test_FPRgap=0.0215
  [ 3/5] lam=0.600 c=1.00 ratio= 0.93  val_f1m=0.4825 val_FPRgap=0.0547  test_f1m=0.5025 test_FPRgap=0.0241
  [ 3/5] lam=0.600 c=1.00 ratio= 0.95  val_f1m=0.4910 val_FPRgap=0.0563  test_f1m=0.5194 test_FPRgap=0.0272
  [ 3/5] lam=0.600 c=1.00 ratio= 0.97  val_f1m=0.5055 val_FPRgap=0.0781  test_f1m=0.5409 test_FPRgap=0.0539
  [ 3/5] lam=0.600 c=1.00 ratio= 0.99  val_f1m=0.5252 val_FPRgap=0.0498  test_f1m=0.5413 test_FPRgap=0.0172
  [ 4/5] lam=0.600 c=3.00 ratio= none  val_f1m=0.5356 val_FPRgap=0.1148  test_f1m=0.5434 test_FPRgap=0.1425
  [ 4/5] lam=0.600 c=3.00 ratio= 0.85  val_f1m=0.5279 val_FPRgap=0.0566  test_f1m=0.5408 test_FPRgap=0.0175
  [ 4/5] lam=0.600 c=3.00 ratio= 0.90  val_f1m=0.5279 val_FPRgap=0.0566  test_f1m=0.5408 test_FPRgap=0.0175
  [ 4/5] lam=0.600 c=3.00 ratio= 0.93  val_f1m=0.5279 val_FPRgap=0.0566  test_f1m=0.5408 test_FPRgap=0.0175
  [ 4/5] lam=0.600 c=3.00 ratio= 0.95  val_f1m=0.5279 val_FPRgap=0.0566  test_f1m=0.5408 test_FPRgap=0.0175
  [ 4/5] lam=0.600 c=3.00 ratio= 0.97  val_f1m=0.5279 val_FPRgap=0.0566  test_f1m=0.5408 test_FPRgap=0.0175
  [ 4/5] lam=0.600 c=3.00 ratio= 0.99  val_f1m=0.5615 val_FPRgap=0.0273  test_f1m=0.5717 test_FPRgap=0.0474
  [ 5/5] lam=0.600 c=10.00 ratio= none  val_f1m=0.5290 val_FPRgap=0.1220  test_f1m=0.5367 test_FPRgap=0.1402
  [ 5/5] lam=0.600 c=10.00 ratio= 0.85  val_f1m=0.5033 val_FPRgap=0.0502  test_f1m=0.5113 test_FPRgap=0.0284
  [ 5/5] lam=0.600 c=10.00 ratio= 0.90  val_f1m=0.5033 val_FPRgap=0.0502  test_f1m=0.5113 test_FPRgap=0.0284
  [ 5/5] lam=0.600 c=10.00 ratio= 0.93  val_f1m=0.5033 val_FPRgap=0.0502  test_f1m=0.5113 test_FPRgap=0.0284
  [ 5/5] lam=0.600 c=10.00 ratio= 0.95  val_f1m=0.5033 val_FPRgap=0.0502  test_f1m=0.5113 test_FPRgap=0.0284
  [ 5/5] lam=0.600 c=10.00 ratio= 0.97  val_f1m=0.5201 val_FPRgap=0.0521  test_f1m=0.5311 test_FPRgap=0.0309
  [ 5/5] lam=0.600 c=10.00 ratio= 0.99  val_f1m=0.5291 val_FPRgap=0.0584  test_f1m=0.5349 test_FPRgap=0.0671

Saved: data/results/adv_xgb_eo_grid_ternary/lam_0.6_grid.csv  (35 rows)

Task lam_0.6 completed at: Sun May  3 14:59:34 PDT 2026
