==========================================
SLURM_JOB_ID = 8158622
SLURM_JOB_NODELIST = d13-02
TMPDIR = /tmp/SLURM_8158622
==========================================
==============================================
Array task: 0   Node: d13-02.hpc.usc.edu   Start: Sat Apr 18 11:47:06 PDT 2026
==============================================
Running lambda=0.0  adv_c=0.1,0.5,1.0,3.0,10.0  ratios=none,0.85,0.90,0.93,0.95,0.97,0.99
==============================================
Train=5828 (AAE=993, SAE=4835) Val=1249 Test=1249
Tag: lam_0.0
Config: leaf_adv=True, reweighting=FALSE, threshold_tuning=PER-GROUP, post_processing=NONE
Grid: 5 cells x 7 ratios = 35 rows  lambda=[0.0]  adv_c=[0.1, 0.5, 1.0, 3.0, 10.0]  ratios=[None, 0.85, 0.9, 0.93, 0.95, 0.97, 0.99]
  [ 1/5] lam=0.000 c=0.10 ratio= none  t_aae=0.500 t_sae=0.500  val_f1=0.8536 val_FPR_gap=0.0797  test_f1=0.8283 test_FPR_gap=0.2266
  [ 1/5] lam=0.000 c=0.10 ratio= 0.85  t_aae=0.851 t_sae=0.720  val_f1=0.7727 val_FPR_gap=0.0002  test_f1=0.7565 test_FPR_gap=0.0409
  [ 1/5] lam=0.000 c=0.10 ratio= 0.90  t_aae=0.851 t_sae=0.720  val_f1=0.7727 val_FPR_gap=0.0002  test_f1=0.7565 test_FPR_gap=0.0409
  [ 1/5] lam=0.000 c=0.10 ratio= 0.93  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 1/5] lam=0.000 c=0.10 ratio= 0.95  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 1/5] lam=0.000 c=0.10 ratio= 0.97  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 1/5] lam=0.000 c=0.10 ratio= 0.99  t_aae=0.508 t_sae=0.443  val_f1=0.8498 val_FPR_gap=0.0024  test_f1=0.8305 test_FPR_gap=0.2015
  [ 2/5] lam=0.000 c=0.50 ratio= none  t_aae=0.500 t_sae=0.500  val_f1=0.8536 val_FPR_gap=0.0797  test_f1=0.8283 test_FPR_gap=0.2266
  [ 2/5] lam=0.000 c=0.50 ratio= 0.85  t_aae=0.851 t_sae=0.720  val_f1=0.7727 val_FPR_gap=0.0002  test_f1=0.7565 test_FPR_gap=0.0409
  [ 2/5] lam=0.000 c=0.50 ratio= 0.90  t_aae=0.851 t_sae=0.720  val_f1=0.7727 val_FPR_gap=0.0002  test_f1=0.7565 test_FPR_gap=0.0409
  [ 2/5] lam=0.000 c=0.50 ratio= 0.93  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 2/5] lam=0.000 c=0.50 ratio= 0.95  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 2/5] lam=0.000 c=0.50 ratio= 0.97  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 2/5] lam=0.000 c=0.50 ratio= 0.99  t_aae=0.508 t_sae=0.443  val_f1=0.8498 val_FPR_gap=0.0024  test_f1=0.8305 test_FPR_gap=0.2015
  [ 3/5] lam=0.000 c=1.00 ratio= none  t_aae=0.500 t_sae=0.500  val_f1=0.8536 val_FPR_gap=0.0797  test_f1=0.8283 test_FPR_gap=0.2266
  [ 3/5] lam=0.000 c=1.00 ratio= 0.85  t_aae=0.851 t_sae=0.720  val_f1=0.7727 val_FPR_gap=0.0002  test_f1=0.7565 test_FPR_gap=0.0409
  [ 3/5] lam=0.000 c=1.00 ratio= 0.90  t_aae=0.851 t_sae=0.720  val_f1=0.7727 val_FPR_gap=0.0002  test_f1=0.7565 test_FPR_gap=0.0409
  [ 3/5] lam=0.000 c=1.00 ratio= 0.93  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 3/5] lam=0.000 c=1.00 ratio= 0.95  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 3/5] lam=0.000 c=1.00 ratio= 0.97  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 3/5] lam=0.000 c=1.00 ratio= 0.99  t_aae=0.508 t_sae=0.443  val_f1=0.8498 val_FPR_gap=0.0024  test_f1=0.8305 test_FPR_gap=0.2015
  [ 4/5] lam=0.000 c=3.00 ratio= none  t_aae=0.500 t_sae=0.500  val_f1=0.8536 val_FPR_gap=0.0797  test_f1=0.8283 test_FPR_gap=0.2266
  [ 4/5] lam=0.000 c=3.00 ratio= 0.85  t_aae=0.851 t_sae=0.720  val_f1=0.7727 val_FPR_gap=0.0002  test_f1=0.7565 test_FPR_gap=0.0409
  [ 4/5] lam=0.000 c=3.00 ratio= 0.90  t_aae=0.851 t_sae=0.720  val_f1=0.7727 val_FPR_gap=0.0002  test_f1=0.7565 test_FPR_gap=0.0409
  [ 4/5] lam=0.000 c=3.00 ratio= 0.93  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 4/5] lam=0.000 c=3.00 ratio= 0.95  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 4/5] lam=0.000 c=3.00 ratio= 0.97  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 4/5] lam=0.000 c=3.00 ratio= 0.99  t_aae=0.508 t_sae=0.443  val_f1=0.8498 val_FPR_gap=0.0024  test_f1=0.8305 test_FPR_gap=0.2015
  [ 5/5] lam=0.000 c=10.00 ratio= none  t_aae=0.500 t_sae=0.500  val_f1=0.8536 val_FPR_gap=0.0797  test_f1=0.8283 test_FPR_gap=0.2266
  [ 5/5] lam=0.000 c=10.00 ratio= 0.85  t_aae=0.851 t_sae=0.720  val_f1=0.7727 val_FPR_gap=0.0002  test_f1=0.7565 test_FPR_gap=0.0409
  [ 5/5] lam=0.000 c=10.00 ratio= 0.90  t_aae=0.851 t_sae=0.720  val_f1=0.7727 val_FPR_gap=0.0002  test_f1=0.7565 test_FPR_gap=0.0409
  [ 5/5] lam=0.000 c=10.00 ratio= 0.93  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 5/5] lam=0.000 c=10.00 ratio= 0.95  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 5/5] lam=0.000 c=10.00 ratio= 0.97  t_aae=0.361 t_sae=0.263  val_f1=0.8286 val_FPR_gap=0.0002  test_f1=0.8102 test_FPR_gap=0.2194
  [ 5/5] lam=0.000 c=10.00 ratio= 0.99  t_aae=0.508 t_sae=0.443  val_f1=0.8498 val_FPR_gap=0.0024  test_f1=0.8305 test_FPR_gap=0.2015

Saved: data/results/adv_xgb_thresh_grid/lam_0.0_grid.csv  (35 rows)

Task lam_0.0 completed at: Sat Apr 18 12:15:53 PDT 2026
