==========================================
SLURM_JOB_ID = 8521670
SLURM_JOB_NODELIST = e22-03
TMPDIR = /tmp/SLURM_8521670
==========================================
==============================================
Array task: 8   Node: e22-03.hpc.usc.edu   Start: Sun May  3 14:54:57 PDT 2026
==============================================
Running lambda=1.0  adv_c=0.1,0.5,1.0,3.0,10.0  ratios=none,0.85,0.90,0.93,0.95,0.97,0.99 (ternary EO + projection)
==============================================
Train=17348 Val=3717 Test=3718  Tag=lam_1.0
Class distribution train: [2914, 1001, 13433]
Config: ternary EO adversary on softmax probs, projection=True, reweighting=FALSE, warmup=5
Grid: 5 cells x 7 ratios = 35 rows
  [ 1/5] lam=1.000 c=0.10 ratio= none  val_f1m=0.5381 val_FPRgap=0.1201  test_f1m=0.5339 test_FPRgap=0.1375
  [ 1/5] lam=1.000 c=0.10 ratio= 0.85  val_f1m=0.5518 val_FPRgap=0.0544  test_f1m=0.5558 test_FPRgap=0.0200
  [ 1/5] lam=1.000 c=0.10 ratio= 0.90  val_f1m=0.5518 val_FPRgap=0.0544  test_f1m=0.5558 test_FPRgap=0.0200
  [ 1/5] lam=1.000 c=0.10 ratio= 0.93  val_f1m=0.5518 val_FPRgap=0.0544  test_f1m=0.5558 test_FPRgap=0.0200
  [ 1/5] lam=1.000 c=0.10 ratio= 0.95  val_f1m=0.5518 val_FPRgap=0.0544  test_f1m=0.5558 test_FPRgap=0.0200
  [ 1/5] lam=1.000 c=0.10 ratio= 0.97  val_f1m=0.5518 val_FPRgap=0.0544  test_f1m=0.5558 test_FPRgap=0.0200
  [ 1/5] lam=1.000 c=0.10 ratio= 0.99  val_f1m=0.5348 val_FPRgap=0.0783  test_f1m=0.5315 test_FPRgap=0.0861
  [ 2/5] lam=1.000 c=0.50 ratio= none  val_f1m=0.5388 val_FPRgap=0.1241  test_f1m=0.5274 test_FPRgap=0.1496
  [ 2/5] lam=1.000 c=0.50 ratio= 0.85  val_f1m=0.5021 val_FPRgap=0.0562  test_f1m=0.5098 test_FPRgap=0.0356
  [ 2/5] lam=1.000 c=0.50 ratio= 0.90  val_f1m=0.5021 val_FPRgap=0.0562  test_f1m=0.5098 test_FPRgap=0.0356
  [ 2/5] lam=1.000 c=0.50 ratio= 0.93  val_f1m=0.5021 val_FPRgap=0.0562  test_f1m=0.5098 test_FPRgap=0.0356
  [ 2/5] lam=1.000 c=0.50 ratio= 0.95  val_f1m=0.5301 val_FPRgap=0.0598  test_f1m=0.5186 test_FPRgap=0.0365
  [ 2/5] lam=1.000 c=0.50 ratio= 0.97  val_f1m=0.5301 val_FPRgap=0.0598  test_f1m=0.5186 test_FPRgap=0.0365
  [ 2/5] lam=1.000 c=0.50 ratio= 0.99  val_f1m=0.5378 val_FPRgap=0.0655  test_f1m=0.5217 test_FPRgap=0.0675
  [ 3/5] lam=1.000 c=1.00 ratio= none  val_f1m=0.5345 val_FPRgap=0.1313  test_f1m=0.5352 test_FPRgap=0.1435
  [ 3/5] lam=1.000 c=1.00 ratio= 0.85  val_f1m=0.5119 val_FPRgap=0.0334  test_f1m=0.5153 test_FPRgap=0.0204
  [ 3/5] lam=1.000 c=1.00 ratio= 0.90  val_f1m=0.5119 val_FPRgap=0.0334  test_f1m=0.5153 test_FPRgap=0.0204
  [ 3/5] lam=1.000 c=1.00 ratio= 0.93  val_f1m=0.5119 val_FPRgap=0.0334  test_f1m=0.5153 test_FPRgap=0.0204
  [ 3/5] lam=1.000 c=1.00 ratio= 0.95  val_f1m=0.5119 val_FPRgap=0.0334  test_f1m=0.5153 test_FPRgap=0.0204
  [ 3/5] lam=1.000 c=1.00 ratio= 0.97  val_f1m=0.5259 val_FPRgap=0.0579  test_f1m=0.5298 test_FPRgap=0.0368
  [ 3/5] lam=1.000 c=1.00 ratio= 0.99  val_f1m=0.5339 val_FPRgap=0.0391  test_f1m=0.5310 test_FPRgap=0.0196
  [ 4/5] lam=1.000 c=3.00 ratio= none  val_f1m=0.5311 val_FPRgap=0.1333  test_f1m=0.5365 test_FPRgap=0.1412
  [ 4/5] lam=1.000 c=3.00 ratio= 0.85  val_f1m=0.4747 val_FPRgap=0.0159  test_f1m=0.5072 test_FPRgap=0.0255
  [ 4/5] lam=1.000 c=3.00 ratio= 0.90  val_f1m=0.5085 val_FPRgap=0.0221  test_f1m=0.5306 test_FPRgap=0.0304
  [ 4/5] lam=1.000 c=3.00 ratio= 0.93  val_f1m=0.5085 val_FPRgap=0.0221  test_f1m=0.5306 test_FPRgap=0.0304
  [ 4/5] lam=1.000 c=3.00 ratio= 0.95  val_f1m=0.5502 val_FPRgap=0.0624  test_f1m=0.5510 test_FPRgap=0.0504
  [ 4/5] lam=1.000 c=3.00 ratio= 0.97  val_f1m=0.5502 val_FPRgap=0.0624  test_f1m=0.5510 test_FPRgap=0.0504
  [ 4/5] lam=1.000 c=3.00 ratio= 0.99  val_f1m=0.5272 val_FPRgap=0.0815  test_f1m=0.5321 test_FPRgap=0.0815
