==========================================
SLURM_JOB_ID = 8158625
SLURM_JOB_NODELIST = b18-17
TMPDIR = /tmp/SLURM_8158625
==========================================
==============================================
Array task: 3   Node: b18-17.hpc.usc.edu   Start: Sat Apr 18 11:47:06 PDT 2026
==============================================
Running lambda=0.1  adv_c=0.1,0.5,1.0,3.0,10.0  ratios=none,0.85,0.90,0.93,0.95,0.97,0.99
==============================================
Train=5828 (AAE=993, SAE=4835) Val=1249 Test=1249
Tag: lam_0.1
Config: leaf_adv=True, reweighting=FALSE, threshold_tuning=PER-GROUP, post_processing=NONE
Grid: 5 cells x 7 ratios = 35 rows  lambda=[0.1]  adv_c=[0.1, 0.5, 1.0, 3.0, 10.0]  ratios=[None, 0.85, 0.9, 0.93, 0.95, 0.97, 0.99]
  [ 1/5] lam=0.100 c=0.10 ratio= none  t_aae=0.500 t_sae=0.500  val_f1=0.8503 val_FPR_gap=0.0696  test_f1=0.8215 test_FPR_gap=0.2603
  [ 1/5] lam=0.100 c=0.10 ratio= 0.85  t_aae=0.769 t_sae=0.508  val_f1=0.8356 val_FPR_gap=0.0006  test_f1=0.8093 test_FPR_gap=0.0414
  [ 1/5] lam=0.100 c=0.10 ratio= 0.90  t_aae=0.769 t_sae=0.508  val_f1=0.8356 val_FPR_gap=0.0006  test_f1=0.8093 test_FPR_gap=0.0414
  [ 1/5] lam=0.100 c=0.10 ratio= 0.93  t_aae=0.769 t_sae=0.508  val_f1=0.8356 val_FPR_gap=0.0006  test_f1=0.8093 test_FPR_gap=0.0414
  [ 1/5] lam=0.100 c=0.10 ratio= 0.95  t_aae=0.769 t_sae=0.508  val_f1=0.8356 val_FPR_gap=0.0006  test_f1=0.8093 test_FPR_gap=0.0414
  [ 1/5] lam=0.100 c=0.10 ratio= 0.97  t_aae=0.769 t_sae=0.508  val_f1=0.8356 val_FPR_gap=0.0006  test_f1=0.8093 test_FPR_gap=0.0414
  [ 1/5] lam=0.100 c=0.10 ratio= 0.99  t_aae=0.410 t_sae=0.378  val_f1=0.8509 val_FPR_gap=0.0009  test_f1=0.8085 test_FPR_gap=0.3568
  [ 2/5] lam=0.100 c=0.50 ratio= none  t_aae=0.500 t_sae=0.500  val_f1=0.8482 val_FPR_gap=0.1100  test_f1=0.8294 test_FPR_gap=0.2703
  [ 2/5] lam=0.100 c=0.50 ratio= 0.85  t_aae=0.851 t_sae=0.737  val_f1=0.7514 val_FPR_gap=0.0002  test_f1=0.7714 test_FPR_gap=0.0155
  [ 2/5] lam=0.100 c=0.50 ratio= 0.90  t_aae=0.835 t_sae=0.573  val_f1=0.8060 val_FPR_gap=0.0004  test_f1=0.8111 test_FPR_gap=0.0263
