gamma,val_accuracy,val_f1,val_fpr_AAE,val_fpr_SAE,val_fpr_gap,val_fnr_AAE,val_fnr_SAE,val_fnr_gap,test_accuracy,test_f1,test_fpr_AAE,test_fpr_SAE,test_fpr_gap,test_fnr_AAE,test_fnr_SAE,test_fnr_gap
0.0,0.8374699759807847,0.8334700574241182,0.2222222222222222,0.13400335008375208,0.08821887213847013,0.08602150537634409,0.23006833712984054,0.14404683175349645,0.8286629303442754,0.8260162601626017,0.37037037037037035,0.14715719063545152,0.22321317973491883,0.11290322580645161,0.21689497716894976,0.10399175136249815
0.02,0.844675740592474,0.840983606557377,0.18518518518518517,0.12897822445561138,0.05620696072957379,0.08064516129032258,0.22095671981776766,0.1403115585274451,0.8294635708566853,0.8249794576828267,0.37037037037037035,0.1354515050167224,0.23491886535364795,0.12365591397849462,0.22602739726027396,0.10237148328177934
0.04,0.8438751000800641,0.8389760528488852,0.2222222222222222,0.12060301507537688,0.10161920714684533,0.08602150537634409,0.23006833712984054,0.14404683175349645,0.8350680544435548,0.8316993464052288,0.3333333333333333,0.13712374581939799,0.19620958751393533,0.10215053763440861,0.2191780821917808,0.1170275445573722
0.06,0.8430744595676541,0.8382838283828383,0.18518518518518517,0.12395309882747069,0.06123208635771449,0.0967741935483871,0.2255125284738041,0.128738334925417,0.8286629303442754,0.8245901639344262,0.2962962962962963,0.14214046822742474,0.15415582806887154,0.10215053763440861,0.2328767123287671,0.1307261746943585
0.08,0.8390712570056045,0.8340214698596201,0.2222222222222222,0.12562814070351758,0.09659408151870463,0.08064516129032258,0.23917995444191345,0.15853479315159086,0.8238590872698158,0.8202614379084967,0.48148148148148145,0.14214046822742474,0.33934101325405674,0.12365591397849462,0.22602739726027396,0.10237148328177934
0.1,0.8438751000800641,0.8397699260476582,0.2222222222222222,0.12562814070351758,0.09659408151870463,0.08602150537634409,0.22323462414578588,0.13721311876944178,0.833466773418735,0.8303425774877651,0.3333333333333333,0.14046822742474915,0.19286510590858416,0.11290322580645161,0.2146118721461187,0.1017086463396671
0.12,0.8374699759807847,0.8320926385442514,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.08602150537634409,0.24145785876993167,0.15543635339358758,0.8270616493194556,0.8238172920065253,0.37037037037037035,0.1454849498327759,0.22488542053759444,0.12903225806451613,0.21689497716894976,0.08786271910443363
0.14,0.8358686949559647,0.8321048321048321,0.2222222222222222,0.1373534338358459,0.08486878838637632,0.08064516129032258,0.23234624145785876,0.1517010801675362,0.8238590872698158,0.8217179902755267,0.4074074074074074,0.15384615384615385,0.25356125356125353,0.10752688172043011,0.22146118721461186,0.11393430549418175
0.16,0.8358686949559647,0.8321048321048321,0.2222222222222222,0.1373534338358459,0.08486878838637632,0.08064516129032258,0.23234624145785876,0.1517010801675362,0.8238590872698158,0.8217179902755267,0.4074074074074074,0.15384615384615385,0.25356125356125353,0.10752688172043011,0.22146118721461186,0.11393430549418175
0.18,0.8318654923939152,0.8284313725490197,0.2222222222222222,0.1440536013400335,0.0781686208821887,0.08602150537634409,0.23234624145785876,0.14632473608151467,0.8238590872698158,0.8202614379084967,0.37037037037037035,0.14715719063545152,0.22321317973491883,0.12903225806451613,0.2237442922374429,0.09471203417292678
0.2,0.8318654923939152,0.8284313725490197,0.2222222222222222,0.1440536013400335,0.0781686208821887,0.08602150537634409,0.23234624145785876,0.14632473608151467,0.8238590872698158,0.8202614379084967,0.37037037037037035,0.14715719063545152,0.22321317973491883,0.12903225806451613,0.2237442922374429,0.09471203417292678
0.22,0.8318654923939152,0.8284313725490197,0.2222222222222222,0.1440536013400335,0.0781686208821887,0.08602150537634409,0.23234624145785876,0.14632473608151467,0.8238590872698158,0.8202614379084967,0.37037037037037035,0.14715719063545152,0.22321317973491883,0.12903225806451613,0.2237442922374429,0.09471203417292678
0.24,0.8318654923939152,0.8284313725490197,0.2222222222222222,0.1440536013400335,0.0781686208821887,0.08602150537634409,0.23234624145785876,0.14632473608151467,0.8238590872698158,0.8202614379084967,0.37037037037037035,0.14715719063545152,0.22321317973491883,0.12903225806451613,0.2237442922374429,0.09471203417292678
0.26,0.844675740592474,0.8399339933993399,0.18518518518518517,0.12227805695142378,0.06290712823376139,0.0913978494623656,0.2255125284738041,0.1341146790114385,0.8310648518815053,0.8274734260016353,0.37037037037037035,0.13879598662207357,0.23157438374829678,0.10752688172043011,0.2237442922374429,0.1162174105170128
0.28,0.844675740592474,0.8399339933993399,0.18518518518518517,0.12227805695142378,0.06290712823376139,0.0913978494623656,0.2255125284738041,0.1341146790114385,0.8310648518815053,0.8274734260016353,0.37037037037037035,0.13879598662207357,0.23157438374829678,0.10752688172043011,0.2237442922374429,0.1162174105170128
0.3,0.844675740592474,0.8399339933993399,0.18518518518518517,0.12227805695142378,0.06290712823376139,0.0913978494623656,0.2255125284738041,0.1341146790114385,0.8310648518815053,0.8274734260016353,0.37037037037037035,0.13879598662207357,0.23157438374829678,0.10752688172043011,0.2237442922374429,0.1162174105170128
0.32,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.34,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.36,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.38,0.8486789431545236,0.8447000821692687,0.2222222222222222,0.12060301507537688,0.10161920714684533,0.08064516129032258,0.21867881548974943,0.13803365419942687,0.8238590872698158,0.8211382113821138,0.4444444444444444,0.1488294314381271,0.2956150130063173,0.11827956989247312,0.22146118721461186,0.10318161732213874
0.4,0.8486789431545236,0.8447000821692687,0.2222222222222222,0.12060301507537688,0.10161920714684533,0.08064516129032258,0.21867881548974943,0.13803365419942687,0.8238590872698158,0.8211382113821138,0.4444444444444444,0.1488294314381271,0.2956150130063173,0.11827956989247312,0.22146118721461186,0.10318161732213874
0.42,0.8398718975180144,0.8344370860927153,0.2222222222222222,0.12227805695142378,0.09994416527079843,0.0913978494623656,0.23690205011389523,0.14550420065152964,0.8294635708566853,0.8269699431356621,0.37037037037037035,0.14715719063545152,0.22321317973491883,0.11290322580645161,0.2146118721461187,0.1017086463396671
0.44,0.8414731785428343,0.8369028006589786,0.2222222222222222,0.12562814070351758,0.09659408151870463,0.08602150537634409,0.23006833712984054,0.14404683175349645,0.8238590872698158,0.8214285714285714,0.4074074074074074,0.15217391304347827,0.2552334943639291,0.11290322580645161,0.22146118721461186,0.10855796140816025
0.46,0.8414731785428343,0.8369028006589786,0.2222222222222222,0.12562814070351758,0.09659408151870463,0.08602150537634409,0.23006833712984054,0.14404683175349645,0.8238590872698158,0.8214285714285714,0.4074074074074074,0.15217391304347827,0.2552334943639291,0.11290322580645161,0.22146118721461186,0.10855796140816025
0.48,0.8414731785428343,0.8369028006589786,0.2222222222222222,0.12562814070351758,0.09659408151870463,0.08602150537634409,0.23006833712984054,0.14404683175349645,0.8238590872698158,0.8214285714285714,0.4074074074074074,0.15217391304347827,0.2552334943639291,0.11290322580645161,0.22146118721461186,0.10855796140816025
0.5,0.8414731785428343,0.8369028006589786,0.2222222222222222,0.12562814070351758,0.09659408151870463,0.08602150537634409,0.23006833712984054,0.14404683175349645,0.8238590872698158,0.8214285714285714,0.4074074074074074,0.15217391304347827,0.2552334943639291,0.11290322580645161,0.22146118721461186,0.10855796140816025
0.52,0.8414731785428343,0.8369028006589786,0.2222222222222222,0.12562814070351758,0.09659408151870463,0.08602150537634409,0.23006833712984054,0.14404683175349645,0.8238590872698158,0.8214285714285714,0.4074074074074074,0.15217391304347827,0.2552334943639291,0.11290322580645161,0.22146118721461186,0.10855796140816025
0.54,0.8414731785428343,0.8369028006589786,0.2222222222222222,0.12562814070351758,0.09659408151870463,0.08602150537634409,0.23006833712984054,0.14404683175349645,0.8238590872698158,0.8214285714285714,0.4074074074074074,0.15217391304347827,0.2552334943639291,0.11290322580645161,0.22146118721461186,0.10855796140816025
0.56,0.8414731785428343,0.8369028006589786,0.2222222222222222,0.12562814070351758,0.09659408151870463,0.08602150537634409,0.23006833712984054,0.14404683175349645,0.8238590872698158,0.8214285714285714,0.4074074074074074,0.15217391304347827,0.2552334943639291,0.11290322580645161,0.22146118721461186,0.10855796140816025
0.58,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.6,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.62,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.64,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.66,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.68,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.7000000000000001,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.72,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.74,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.76,0.8430744595676541,0.8388157894736842,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23006833712984054,0.15479951992553947,0.8246597277822257,0.820932134096484,0.4074074074074074,0.14381270903010032,0.2635946983773071,0.13440860215053763,0.22146118721461186,0.08705258506407423
0.78,0.8430744595676541,0.839344262295082,0.2222222222222222,0.12897822445561138,0.09324399776661083,0.07526881720430108,0.2255125284738041,0.15024371126950303,0.8246597277822257,0.820932134096484,0.37037037037037035,0.1454849498327759,0.22488542053759444,0.13978494623655913,0.2191780821917808,0.07939313595522168
0.8,0.8406725380304243,0.8359439406430338,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23690205011389523,0.16163323290959414,0.8262610088070457,0.8231458842705787,0.3333333333333333,0.1488294314381271,0.1845039018952062,0.13440860215053763,0.2146118721461187,0.08020326999558108
0.8200000000000001,0.8406725380304243,0.8359439406430338,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23690205011389523,0.16163323290959414,0.8262610088070457,0.8231458842705787,0.3333333333333333,0.1488294314381271,0.1845039018952062,0.13440860215053763,0.2146118721461187,0.08020326999558108
0.84,0.8406725380304243,0.8359439406430338,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23690205011389523,0.16163323290959414,0.8262610088070457,0.8231458842705787,0.3333333333333333,0.1488294314381271,0.1845039018952062,0.13440860215053763,0.2146118721461187,0.08020326999558108
0.86,0.8406725380304243,0.8359439406430338,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23690205011389523,0.16163323290959414,0.8262610088070457,0.8231458842705787,0.3333333333333333,0.1488294314381271,0.1845039018952062,0.13440860215053763,0.2146118721461187,0.08020326999558108
0.88,0.8406725380304243,0.8359439406430338,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23690205011389523,0.16163323290959414,0.8262610088070457,0.8231458842705787,0.3333333333333333,0.1488294314381271,0.1845039018952062,0.13440860215053763,0.2146118721461187,0.08020326999558108
0.9,0.8406725380304243,0.8359439406430338,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23690205011389523,0.16163323290959414,0.8262610088070457,0.8231458842705787,0.3333333333333333,0.1488294314381271,0.1845039018952062,0.13440860215053763,0.2146118721461187,0.08020326999558108
0.92,0.8406725380304243,0.8359439406430338,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23690205011389523,0.16163323290959414,0.8262610088070457,0.8231458842705787,0.3333333333333333,0.1488294314381271,0.1845039018952062,0.13440860215053763,0.2146118721461187,0.08020326999558108
0.9400000000000001,0.8406725380304243,0.8359439406430338,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23690205011389523,0.16163323290959414,0.8262610088070457,0.8231458842705787,0.3333333333333333,0.1488294314381271,0.1845039018952062,0.13440860215053763,0.2146118721461187,0.08020326999558108
0.96,0.8406725380304243,0.8359439406430338,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23690205011389523,0.16163323290959414,0.8262610088070457,0.8231458842705787,0.3333333333333333,0.1488294314381271,0.1845039018952062,0.13440860215053763,0.2146118721461187,0.08020326999558108
0.98,0.8406725380304243,0.8359439406430338,0.18518518518518517,0.1273031825795645,0.05788200260562068,0.07526881720430108,0.23690205011389523,0.16163323290959414,0.8262610088070457,0.8231458842705787,0.3333333333333333,0.1488294314381271,0.1845039018952062,0.13440860215053763,0.2146118721461187,0.08020326999558108
