split,accuracy,f1,precision,recall,fpr_AAE,fnr_AAE,fpr_SAE,fnr_SAE,fpr_gap,fnr_gap,dialect_accuracy,dialect_f1
val,0.9655724579663731,0.9650122050447518,0.9817880794701986,0.9488,0.037037037037037035,0.026881720430107527,0.01675041876046901,0.06150341685649203,0.020286618276568025,0.034621696426384505,0.8783026421136909,0.5824175824175825
test,0.9615692554043235,0.9611021069692058,0.9721311475409836,0.9503205128205128,0.1111111111111111,0.03225806451612903,0.023411371237458192,0.05707762557077625,0.08769973987365291,0.02481956105464722,0.8734987990392313,0.5611111111111111
