split,accuracy,f1,precision,recall,fpr_AAE,fnr_AAE,fpr_SAE,fnr_SAE,fpr_gap,fnr_gap,dialect_accuracy,dialect_f1
val,0.9623698959167334,0.9618196588139724,0.976897689768977,0.9472,0.07407407407407407,0.043010752688172046,0.020100502512562814,0.05694760820045558,0.05397357156151125,0.013936855512283533,0.17053642914331466,0.2913816689466484
test,0.9591673338670936,0.9590361445783132,0.961352657004831,0.9567307692307693,0.1111111111111111,0.03763440860215054,0.03511705685618729,0.045662100456621,0.07599405425492381,0.008027691854470463,0.17053642914331466,0.2913816689466484
