lambda_adv,adv_c,val_accuracy,val_f1,val_AAE_FPR,val_AAE_FNR,val_AAE_TPR,val_AAE_acc,val_AAE_pos_rate,val_SAE_FPR,val_SAE_FNR,val_SAE_TPR,val_SAE_acc,val_SAE_pos_rate,val_FPR_gap,val_FNR_gap,val_TPR_gap,val_mean_FPR,val_mean_FNR,val_abs_balance,val_DIfav,val_DIunfav,test_accuracy,test_f1,test_AAE_FPR,test_AAE_FNR,test_AAE_TPR,test_AAE_acc,test_AAE_pos_rate,test_SAE_FPR,test_SAE_FNR,test_SAE_TPR,test_SAE_acc,test_SAE_pos_rate,test_FPR_gap,test_FNR_gap,test_TPR_gap,test_mean_FPR,test_mean_FNR,test_abs_balance,test_DIfav,test_DIunfav,elapsed_sec
0.025,0.1,0.8566853482786229,0.8521882741535921,0.18518518518518517,0.0913978494623656,0.9086021505376344,0.8967136150234741,0.8169014084507042,0.10887772194304858,0.20956719817767655,0.7904328018223234,0.8484555984555985,0.39768339768339767,0.0763074632421366,0.11816934871531096,0.11816934871531093,0.14703145356411687,0.15048252382002109,0.003451070255904215,0.3039906052816149,2.054150091927026,0.8326661329063251,0.8293877551020408,0.37037037037037035,0.11827956989247312,0.8817204301075269,0.8497652582159625,0.8169014084507042,0.13879598662207357,0.2146118721461187,0.7853881278538812,0.8291505791505791,0.41216216216216217,0.23157438374829678,0.09633230225364559,0.09633230225364564,0.254583178496222,0.16644572101929592,0.08813745747692606,0.31147805848630167,1.9819902543829286,212.29
0.025,0.5,0.8566853482786229,0.8521882741535921,0.18518518518518517,0.0913978494623656,0.9086021505376344,0.8967136150234741,0.8169014084507042,0.10887772194304858,0.20956719817767655,0.7904328018223234,0.8484555984555985,0.39768339768339767,0.0763074632421366,0.11816934871531096,0.11816934871531093,0.14703145356411687,0.15048252382002109,0.003451070255904215,0.3039906052816149,2.054150091927026,0.8326661329063251,0.8293877551020408,0.37037037037037035,0.11827956989247312,0.8817204301075269,0.8497652582159625,0.8169014084507042,0.13879598662207357,0.2146118721461187,0.7853881278538812,0.8291505791505791,0.41216216216216217,0.23157438374829678,0.09633230225364559,0.09633230225364564,0.254583178496222,0.16644572101929592,0.08813745747692606,0.31147805848630167,1.9819902543829286,159.12
0.025,1.0,0.8542834267413931,0.8488372093023255,0.2222222222222222,0.11290322580645161,0.8870967741935484,0.8732394366197183,0.8028169014084507,0.10385259631490787,0.21184510250569477,0.7881548974943052,0.8503861003861004,0.3938223938223938,0.11836962590731434,0.09894187669924316,0.09894187669924315,0.16303740926856503,0.1623741641560732,0.0006632451124918282,0.325289310144662,2.0385252175000828,0.8350680544435548,0.8327922077922078,0.4444444444444444,0.10752688172043011,0.8924731182795699,0.8497652582159625,0.8356807511737089,0.13879598662207357,0.20776255707762556,0.7922374429223744,0.832046332046332,0.41505791505791506,0.3056484578223708,0.10023567535719545,0.10023567535719546,0.291620215533259,0.15764471939902783,0.13397549613423118,0.2809154106827622,2.01340752873735,203.91
0.025,3.0,0.8566853482786229,0.8519437551695617,0.14814814814814814,0.11290322580645161,0.8870967741935484,0.8826291079812206,0.7934272300469484,0.10887772194304858,0.20273348519362186,0.7972665148063781,0.8513513513513513,0.40057915057915056,0.03927042620509956,0.08983025938717025,0.08983025938717026,0.12851293504559835,0.15781835550003673,0.029305420454438375,0.3446205895347699,1.9807002164062273,0.8286629303442754,0.8268608414239482,0.37037037037037035,0.0967741935483871,0.9032258064516129,0.8685446009389671,0.8356807511737089,0.15217391304347827,0.21689497716894976,0.7831050228310502,0.8204633204633205,0.4189189189189189,0.21819645732689208,0.12012078362056267,0.12012078362056267,0.2612721417069243,0.15683458535866843,0.10443755634825588,0.2827819582299277,1.9948507777633833,381.06
0.025,10.0,0.855884707766213,0.8512396694214877,0.14814814814814814,0.0913978494623656,0.9086021505376344,0.9014084507042254,0.812206572769953,0.11055276381909548,0.21184510250569477,0.7881548974943052,0.8465250965250966,0.39768339768339767,0.037595384329052656,0.12044725304332918,0.12044725304332915,0.12935045598362183,0.1516214759840302,0.02227102000040837,0.3117852361862718,2.0423446316285947,0.8286629303442754,0.8268608414239482,0.4444444444444444,0.10215053763440861,0.8978494623655914,0.8544600938967136,0.8403755868544601,0.1488294314381271,0.2146118721461187,0.7853881278538812,0.8233590733590733,0.41795366795366795,0.2956150130063173,0.1124613345117101,0.11246133451171014,0.29663693794128576,0.15838120489026367,0.1382557330510221,0.2742469140590071,2.01069073244911,552.06
