lambda_adv,adv_c,min_f1_ratio,min_coverage,t_aae,delta_aae,t_sae,delta_sae,val_coverage,val_abstain_rate,val_sel_accuracy,val_sel_f1,val_AAE_coverage,val_AAE_abstain_rate,val_AAE_FPR,val_AAE_FNR,val_AAE_TPR,val_AAE_pos_rate,val_SAE_coverage,val_SAE_abstain_rate,val_SAE_FPR,val_SAE_FNR,val_SAE_TPR,val_SAE_pos_rate,val_FPR_gap,val_FNR_gap,val_abstain_gap,val_mean_FPR,val_mean_FNR,val_abs_balance,test_coverage,test_abstain_rate,test_sel_accuracy,test_sel_f1,test_AAE_coverage,test_AAE_abstain_rate,test_AAE_FPR,test_AAE_FNR,test_AAE_TPR,test_AAE_pos_rate,test_SAE_coverage,test_SAE_abstain_rate,test_SAE_FPR,test_SAE_FNR,test_SAE_TPR,test_SAE_pos_rate,test_FPR_gap,test_FNR_gap,test_abstain_gap,test_mean_FPR,test_mean_FNR,test_abs_balance,train_elapsed_sec
0.025,0.1,0.85,0.7,0.82,0.03,0.54,0.03,0.9704062415926823,0.029593758407317705,0.8888272802883282,0.9351237663808445,0.967436974789916,0.03256302521008403,0.45454545454545453,0.048943270300333706,0.9510567296996663,0.9391965255157437,0.9714285714285714,0.02857142857142858,0.4492753623188406,0.04639175257731959,0.9536082474226805,0.8499627699180938,0.005270092226613954,0.002551517723014117,0.003991596638655448,0.4519104084321476,0.04766751143882665,0.40424289699332094,0.972027972027972,0.027972027972028024,0.884338682899834,0.9324717285945072,0.9632352941176471,0.03676470588235292,0.4782608695652174,0.06152125279642058,0.9384787472035794,0.9269356597600873,0.9750542299349241,0.024945770065075923,0.4649910233393178,0.043457943925233646,0.9565420560747664,0.8550241008527995,0.013269846225899606,0.018063308871186935,0.011818935817276999,0.47162594645226763,0.05248959836082712,0.4191363480914405,46.4
0.025,0.1,0.85,0.85,0.82,0.03,0.54,0.03,0.9704062415926823,0.029593758407317705,0.8888272802883282,0.9351237663808445,0.967436974789916,0.03256302521008403,0.45454545454545453,0.048943270300333706,0.9510567296996663,0.9391965255157437,0.9714285714285714,0.02857142857142858,0.4492753623188406,0.04639175257731959,0.9536082474226805,0.8499627699180938,0.005270092226613954,0.002551517723014117,0.003991596638655448,0.4519104084321476,0.04766751143882665,0.40424289699332094,0.972027972027972,0.027972027972028024,0.884338682899834,0.9324717285945072,0.9632352941176471,0.03676470588235292,0.4782608695652174,0.06152125279642058,0.9384787472035794,0.9269356597600873,0.9750542299349241,0.024945770065075923,0.4649910233393178,0.043457943925233646,0.9565420560747664,0.8550241008527995,0.013269846225899606,0.018063308871186935,0.011818935817276999,0.47162594645226763,0.05248959836082712,0.4191363480914405,46.4
0.025,0.1,0.85,0.95,0.82,0.03,0.54,0.03,0.9704062415926823,0.029593758407317705,0.8888272802883282,0.9351237663808445,0.967436974789916,0.03256302521008403,0.45454545454545453,0.048943270300333706,0.9510567296996663,0.9391965255157437,0.9714285714285714,0.02857142857142858,0.4492753623188406,0.04639175257731959,0.9536082474226805,0.8499627699180938,0.005270092226613954,0.002551517723014117,0.003991596638655448,0.4519104084321476,0.04766751143882665,0.40424289699332094,0.972027972027972,0.027972027972028024,0.884338682899834,0.9324717285945072,0.9632352941176471,0.03676470588235292,0.4782608695652174,0.06152125279642058,0.9384787472035794,0.9269356597600873,0.9750542299349241,0.024945770065075923,0.4649910233393178,0.043457943925233646,0.9565420560747664,0.8550241008527995,0.013269846225899606,0.018063308871186935,0.011818935817276999,0.47162594645226763,0.05248959836082712,0.4191363480914405,46.4
0.025,0.1,0.9,0.7,0.82,0.03,0.54,0.03,0.9704062415926823,0.029593758407317705,0.8888272802883282,0.9351237663808445,0.967436974789916,0.03256302521008403,0.45454545454545453,0.048943270300333706,0.9510567296996663,0.9391965255157437,0.9714285714285714,0.02857142857142858,0.4492753623188406,0.04639175257731959,0.9536082474226805,0.8499627699180938,0.005270092226613954,0.002551517723014117,0.003991596638655448,0.4519104084321476,0.04766751143882665,0.40424289699332094,0.972027972027972,0.027972027972028024,0.884338682899834,0.9324717285945072,0.9632352941176471,0.03676470588235292,0.4782608695652174,0.06152125279642058,0.9384787472035794,0.9269356597600873,0.9750542299349241,0.024945770065075923,0.4649910233393178,0.043457943925233646,0.9565420560747664,0.8550241008527995,0.013269846225899606,0.018063308871186935,0.011818935817276999,0.47162594645226763,0.05248959836082712,0.4191363480914405,46.4
0.025,0.1,0.9,0.85,0.82,0.03,0.54,0.03,0.9704062415926823,0.029593758407317705,0.8888272802883282,0.9351237663808445,0.967436974789916,0.03256302521008403,0.45454545454545453,0.048943270300333706,0.9510567296996663,0.9391965255157437,0.9714285714285714,0.02857142857142858,0.4492753623188406,0.04639175257731959,0.9536082474226805,0.8499627699180938,0.005270092226613954,0.002551517723014117,0.003991596638655448,0.4519104084321476,0.04766751143882665,0.40424289699332094,0.972027972027972,0.027972027972028024,0.884338682899834,0.9324717285945072,0.9632352941176471,0.03676470588235292,0.4782608695652174,0.06152125279642058,0.9384787472035794,0.9269356597600873,0.9750542299349241,0.024945770065075923,0.4649910233393178,0.043457943925233646,0.9565420560747664,0.8550241008527995,0.013269846225899606,0.018063308871186935,0.011818935817276999,0.47162594645226763,0.05248959836082712,0.4191363480914405,46.4
0.025,0.1,0.9,0.95,0.82,0.03,0.54,0.03,0.9704062415926823,0.029593758407317705,0.8888272802883282,0.9351237663808445,0.967436974789916,0.03256302521008403,0.45454545454545453,0.048943270300333706,0.9510567296996663,0.9391965255157437,0.9714285714285714,0.02857142857142858,0.4492753623188406,0.04639175257731959,0.9536082474226805,0.8499627699180938,0.005270092226613954,0.002551517723014117,0.003991596638655448,0.4519104084321476,0.04766751143882665,0.40424289699332094,0.972027972027972,0.027972027972028024,0.884338682899834,0.9324717285945072,0.9632352941176471,0.03676470588235292,0.4782608695652174,0.06152125279642058,0.9384787472035794,0.9269356597600873,0.9750542299349241,0.024945770065075923,0.4649910233393178,0.043457943925233646,0.9565420560747664,0.8550241008527995,0.013269846225899606,0.018063308871186935,0.011818935817276999,0.47162594645226763,0.05248959836082712,0.4191363480914405,46.4
0.025,0.1,0.95,0.7,0.82,0.03,0.54,0.03,0.9704062415926823,0.029593758407317705,0.8888272802883282,0.9351237663808445,0.967436974789916,0.03256302521008403,0.45454545454545453,0.048943270300333706,0.9510567296996663,0.9391965255157437,0.9714285714285714,0.02857142857142858,0.4492753623188406,0.04639175257731959,0.9536082474226805,0.8499627699180938,0.005270092226613954,0.002551517723014117,0.003991596638655448,0.4519104084321476,0.04766751143882665,0.40424289699332094,0.972027972027972,0.027972027972028024,0.884338682899834,0.9324717285945072,0.9632352941176471,0.03676470588235292,0.4782608695652174,0.06152125279642058,0.9384787472035794,0.9269356597600873,0.9750542299349241,0.024945770065075923,0.4649910233393178,0.043457943925233646,0.9565420560747664,0.8550241008527995,0.013269846225899606,0.018063308871186935,0.011818935817276999,0.47162594645226763,0.05248959836082712,0.4191363480914405,46.4
0.025,0.1,0.95,0.85,0.82,0.03,0.54,0.03,0.9704062415926823,0.029593758407317705,0.8888272802883282,0.9351237663808445,0.967436974789916,0.03256302521008403,0.45454545454545453,0.048943270300333706,0.9510567296996663,0.9391965255157437,0.9714285714285714,0.02857142857142858,0.4492753623188406,0.04639175257731959,0.9536082474226805,0.8499627699180938,0.005270092226613954,0.002551517723014117,0.003991596638655448,0.4519104084321476,0.04766751143882665,0.40424289699332094,0.972027972027972,0.027972027972028024,0.884338682899834,0.9324717285945072,0.9632352941176471,0.03676470588235292,0.4782608695652174,0.06152125279642058,0.9384787472035794,0.9269356597600873,0.9750542299349241,0.024945770065075923,0.4649910233393178,0.043457943925233646,0.9565420560747664,0.8550241008527995,0.013269846225899606,0.018063308871186935,0.011818935817276999,0.47162594645226763,0.05248959836082712,0.4191363480914405,46.4
0.025,0.1,0.95,0.95,0.82,0.03,0.54,0.03,0.9704062415926823,0.029593758407317705,0.8888272802883282,0.9351237663808445,0.967436974789916,0.03256302521008403,0.45454545454545453,0.048943270300333706,0.9510567296996663,0.9391965255157437,0.9714285714285714,0.02857142857142858,0.4492753623188406,0.04639175257731959,0.9536082474226805,0.8499627699180938,0.005270092226613954,0.002551517723014117,0.003991596638655448,0.4519104084321476,0.04766751143882665,0.40424289699332094,0.972027972027972,0.027972027972028024,0.884338682899834,0.9324717285945072,0.9632352941176471,0.03676470588235292,0.4782608695652174,0.06152125279642058,0.9384787472035794,0.9269356597600873,0.9750542299349241,0.024945770065075923,0.4649910233393178,0.043457943925233646,0.9565420560747664,0.8550241008527995,0.013269846225899606,0.018063308871186935,0.011818935817276999,0.47162594645226763,0.05248959836082712,0.4191363480914405,46.4
0.025,0.1,0.99,0.7,0.82,0.03,0.54,0.03,0.9704062415926823,0.029593758407317705,0.8888272802883282,0.9351237663808445,0.967436974789916,0.03256302521008403,0.45454545454545453,0.048943270300333706,0.9510567296996663,0.9391965255157437,0.9714285714285714,0.02857142857142858,0.4492753623188406,0.04639175257731959,0.9536082474226805,0.8499627699180938,0.005270092226613954,0.002551517723014117,0.003991596638655448,0.4519104084321476,0.04766751143882665,0.40424289699332094,0.972027972027972,0.027972027972028024,0.884338682899834,0.9324717285945072,0.9632352941176471,0.03676470588235292,0.4782608695652174,0.06152125279642058,0.9384787472035794,0.9269356597600873,0.9750542299349241,0.024945770065075923,0.4649910233393178,0.043457943925233646,0.9565420560747664,0.8550241008527995,0.013269846225899606,0.018063308871186935,0.011818935817276999,0.47162594645226763,0.05248959836082712,0.4191363480914405,46.4
