lambda_adv,adv_c,min_f1_ratio,min_coverage,t_aae,delta_aae,t_sae,delta_sae,val_coverage,val_abstain_rate,val_sel_accuracy,val_sel_f1,val_AAE_coverage,val_AAE_abstain_rate,val_AAE_FPR,val_AAE_FNR,val_AAE_TPR,val_AAE_pos_rate,val_SAE_coverage,val_SAE_abstain_rate,val_SAE_FPR,val_SAE_FNR,val_SAE_TPR,val_SAE_pos_rate,val_FPR_gap,val_FNR_gap,val_abstain_gap,val_mean_FPR,val_mean_FNR,val_abs_balance,test_coverage,test_abstain_rate,test_sel_accuracy,test_sel_f1,test_AAE_coverage,test_AAE_abstain_rate,test_AAE_FPR,test_AAE_FNR,test_AAE_TPR,test_AAE_pos_rate,test_SAE_coverage,test_SAE_abstain_rate,test_SAE_FPR,test_SAE_FNR,test_SAE_TPR,test_SAE_pos_rate,test_FPR_gap,test_FNR_gap,test_abstain_gap,test_mean_FPR,test_mean_FNR,test_abs_balance,train_elapsed_sec
1.0,0.1,0.85,0.7,0.78,0.06,0.54,0.06,0.9510357815442562,0.048964218455743835,0.8953323903818954,0.9397982427595184,0.9495798319327731,0.050420168067226934,0.5,0.038461538461538464,0.9615384615384616,0.9513274336283186,0.9515370705244123,0.048462929475587724,0.48554913294797686,0.035037878787878785,0.9649621212121212,0.8703914861269479,0.014450867052023142,0.003423659673659679,0.00195723859163921,0.49277456647398843,0.036749708624708624,0.4560248578492798,0.9515868746637978,0.048413125336202234,0.8903335217637083,0.9366840731070496,0.9296218487394958,0.07037815126050417,0.47619047619047616,0.03819444444444445,0.9618055555555556,0.9502824858757062,0.9591467823571945,0.04085321764280547,0.49906890130353815,0.036389413988657845,0.9636105860113422,0.8695816057293629,0.022878425113061984,0.001805030455786602,0.0295249336176987,0.4876296887470072,0.037291929216551147,0.450337759530456,45.29
1.0,0.1,0.85,0.85,0.78,0.06,0.54,0.06,0.9510357815442562,0.048964218455743835,0.8953323903818954,0.9397982427595184,0.9495798319327731,0.050420168067226934,0.5,0.038461538461538464,0.9615384615384616,0.9513274336283186,0.9515370705244123,0.048462929475587724,0.48554913294797686,0.035037878787878785,0.9649621212121212,0.8703914861269479,0.014450867052023142,0.003423659673659679,0.00195723859163921,0.49277456647398843,0.036749708624708624,0.4560248578492798,0.9515868746637978,0.048413125336202234,0.8903335217637083,0.9366840731070496,0.9296218487394958,0.07037815126050417,0.47619047619047616,0.03819444444444445,0.9618055555555556,0.9502824858757062,0.9591467823571945,0.04085321764280547,0.49906890130353815,0.036389413988657845,0.9636105860113422,0.8695816057293629,0.022878425113061984,0.001805030455786602,0.0295249336176987,0.4876296887470072,0.037291929216551147,0.450337759530456,45.29
1.0,0.1,0.85,0.95,0.78,0.06,0.54,0.06,0.9510357815442562,0.048964218455743835,0.8953323903818954,0.9397982427595184,0.9495798319327731,0.050420168067226934,0.5,0.038461538461538464,0.9615384615384616,0.9513274336283186,0.9515370705244123,0.048462929475587724,0.48554913294797686,0.035037878787878785,0.9649621212121212,0.8703914861269479,0.014450867052023142,0.003423659673659679,0.00195723859163921,0.49277456647398843,0.036749708624708624,0.4560248578492798,0.9515868746637978,0.048413125336202234,0.8903335217637083,0.9366840731070496,0.9296218487394958,0.07037815126050417,0.47619047619047616,0.03819444444444445,0.9618055555555556,0.9502824858757062,0.9591467823571945,0.04085321764280547,0.49906890130353815,0.036389413988657845,0.9636105860113422,0.8695816057293629,0.022878425113061984,0.001805030455786602,0.0295249336176987,0.4876296887470072,0.037291929216551147,0.450337759530456,45.29
1.0,0.1,0.9,0.7,0.78,0.06,0.54,0.06,0.9510357815442562,0.048964218455743835,0.8953323903818954,0.9397982427595184,0.9495798319327731,0.050420168067226934,0.5,0.038461538461538464,0.9615384615384616,0.9513274336283186,0.9515370705244123,0.048462929475587724,0.48554913294797686,0.035037878787878785,0.9649621212121212,0.8703914861269479,0.014450867052023142,0.003423659673659679,0.00195723859163921,0.49277456647398843,0.036749708624708624,0.4560248578492798,0.9515868746637978,0.048413125336202234,0.8903335217637083,0.9366840731070496,0.9296218487394958,0.07037815126050417,0.47619047619047616,0.03819444444444445,0.9618055555555556,0.9502824858757062,0.9591467823571945,0.04085321764280547,0.49906890130353815,0.036389413988657845,0.9636105860113422,0.8695816057293629,0.022878425113061984,0.001805030455786602,0.0295249336176987,0.4876296887470072,0.037291929216551147,0.450337759530456,45.29
1.0,0.1,0.9,0.85,0.78,0.06,0.54,0.06,0.9510357815442562,0.048964218455743835,0.8953323903818954,0.9397982427595184,0.9495798319327731,0.050420168067226934,0.5,0.038461538461538464,0.9615384615384616,0.9513274336283186,0.9515370705244123,0.048462929475587724,0.48554913294797686,0.035037878787878785,0.9649621212121212,0.8703914861269479,0.014450867052023142,0.003423659673659679,0.00195723859163921,0.49277456647398843,0.036749708624708624,0.4560248578492798,0.9515868746637978,0.048413125336202234,0.8903335217637083,0.9366840731070496,0.9296218487394958,0.07037815126050417,0.47619047619047616,0.03819444444444445,0.9618055555555556,0.9502824858757062,0.9591467823571945,0.04085321764280547,0.49906890130353815,0.036389413988657845,0.9636105860113422,0.8695816057293629,0.022878425113061984,0.001805030455786602,0.0295249336176987,0.4876296887470072,0.037291929216551147,0.450337759530456,45.29
1.0,0.1,0.9,0.95,0.78,0.06,0.54,0.06,0.9510357815442562,0.048964218455743835,0.8953323903818954,0.9397982427595184,0.9495798319327731,0.050420168067226934,0.5,0.038461538461538464,0.9615384615384616,0.9513274336283186,0.9515370705244123,0.048462929475587724,0.48554913294797686,0.035037878787878785,0.9649621212121212,0.8703914861269479,0.014450867052023142,0.003423659673659679,0.00195723859163921,0.49277456647398843,0.036749708624708624,0.4560248578492798,0.9515868746637978,0.048413125336202234,0.8903335217637083,0.9366840731070496,0.9296218487394958,0.07037815126050417,0.47619047619047616,0.03819444444444445,0.9618055555555556,0.9502824858757062,0.9591467823571945,0.04085321764280547,0.49906890130353815,0.036389413988657845,0.9636105860113422,0.8695816057293629,0.022878425113061984,0.001805030455786602,0.0295249336176987,0.4876296887470072,0.037291929216551147,0.450337759530456,45.29
1.0,0.1,0.95,0.7,0.78,0.06,0.54,0.06,0.9510357815442562,0.048964218455743835,0.8953323903818954,0.9397982427595184,0.9495798319327731,0.050420168067226934,0.5,0.038461538461538464,0.9615384615384616,0.9513274336283186,0.9515370705244123,0.048462929475587724,0.48554913294797686,0.035037878787878785,0.9649621212121212,0.8703914861269479,0.014450867052023142,0.003423659673659679,0.00195723859163921,0.49277456647398843,0.036749708624708624,0.4560248578492798,0.9515868746637978,0.048413125336202234,0.8903335217637083,0.9366840731070496,0.9296218487394958,0.07037815126050417,0.47619047619047616,0.03819444444444445,0.9618055555555556,0.9502824858757062,0.9591467823571945,0.04085321764280547,0.49906890130353815,0.036389413988657845,0.9636105860113422,0.8695816057293629,0.022878425113061984,0.001805030455786602,0.0295249336176987,0.4876296887470072,0.037291929216551147,0.450337759530456,45.29
1.0,0.1,0.95,0.85,0.78,0.06,0.54,0.06,0.9510357815442562,0.048964218455743835,0.8953323903818954,0.9397982427595184,0.9495798319327731,0.050420168067226934,0.5,0.038461538461538464,0.9615384615384616,0.9513274336283186,0.9515370705244123,0.048462929475587724,0.48554913294797686,0.035037878787878785,0.9649621212121212,0.8703914861269479,0.014450867052023142,0.003423659673659679,0.00195723859163921,0.49277456647398843,0.036749708624708624,0.4560248578492798,0.9515868746637978,0.048413125336202234,0.8903335217637083,0.9366840731070496,0.9296218487394958,0.07037815126050417,0.47619047619047616,0.03819444444444445,0.9618055555555556,0.9502824858757062,0.9591467823571945,0.04085321764280547,0.49906890130353815,0.036389413988657845,0.9636105860113422,0.8695816057293629,0.022878425113061984,0.001805030455786602,0.0295249336176987,0.4876296887470072,0.037291929216551147,0.450337759530456,45.29
1.0,0.1,0.95,0.95,0.78,0.06,0.54,0.06,0.9510357815442562,0.048964218455743835,0.8953323903818954,0.9397982427595184,0.9495798319327731,0.050420168067226934,0.5,0.038461538461538464,0.9615384615384616,0.9513274336283186,0.9515370705244123,0.048462929475587724,0.48554913294797686,0.035037878787878785,0.9649621212121212,0.8703914861269479,0.014450867052023142,0.003423659673659679,0.00195723859163921,0.49277456647398843,0.036749708624708624,0.4560248578492798,0.9515868746637978,0.048413125336202234,0.8903335217637083,0.9366840731070496,0.9296218487394958,0.07037815126050417,0.47619047619047616,0.03819444444444445,0.9618055555555556,0.9502824858757062,0.9591467823571945,0.04085321764280547,0.49906890130353815,0.036389413988657845,0.9636105860113422,0.8695816057293629,0.022878425113061984,0.001805030455786602,0.0295249336176987,0.4876296887470072,0.037291929216551147,0.450337759530456,45.29
1.0,0.1,0.99,0.7,0.78,0.06,0.54,0.06,0.9510357815442562,0.048964218455743835,0.8953323903818954,0.9397982427595184,0.9495798319327731,0.050420168067226934,0.5,0.038461538461538464,0.9615384615384616,0.9513274336283186,0.9515370705244123,0.048462929475587724,0.48554913294797686,0.035037878787878785,0.9649621212121212,0.8703914861269479,0.014450867052023142,0.003423659673659679,0.00195723859163921,0.49277456647398843,0.036749708624708624,0.4560248578492798,0.9515868746637978,0.048413125336202234,0.8903335217637083,0.9366840731070496,0.9296218487394958,0.07037815126050417,0.47619047619047616,0.03819444444444445,0.9618055555555556,0.9502824858757062,0.9591467823571945,0.04085321764280547,0.49906890130353815,0.036389413988657845,0.9636105860113422,0.8695816057293629,0.022878425113061984,0.001805030455786602,0.0295249336176987,0.4876296887470072,0.037291929216551147,0.450337759530456,45.29
