lambda_adv,best_val_fpr_gap,best_val_f1,best_val_acc,test_acc,test_f1,test_FPR_gap,test_FNR_gap,test_DIfav,test_DIunfav
0.0,0.0448538990328253,0.7540983606557377,0.7598078462770216,0.8246597277822257,0.8229587712206953,0.25188901261028696,0.0863897481238146,0.31773892387486624,1.9278128455188805
0.05,0.0448538990328253,0.7540983606557377,0.7598078462770216,0.8246597277822257,0.8226720647773279,0.25356125341293456,0.0963323022551049,0.3080438131474638,1.952233230951953
0.1,0.0448538990328253,0.7540983606557377,0.7598078462770216,0.8238590872698158,0.8222940226171244,0.25021677180763935,0.0863897481238146,0.31827204286538935,1.9234314527913177
0.25,0.0448538990328253,0.7540983606557377,0.7598078462770216,0.8246597277822257,0.8226720647773279,0.25356125341293456,0.0963323022551049,0.3080438131474638,1.952233230951953
0.5,0.0448538990328253,0.7540983606557377,0.7598078462770216,0.8262610088070457,0.8240064882400648,0.21819645719226258,0.08867285314659352,0.32425664541838295,1.9299219940267878
