lambda_adv,adv_c,val_acc,val_f1,val_FPR_gap,val_FNR_gap,val_DIfav,val_DIunfav
0.05,2.0,0.8590872698158527,0.855973813420622,0.06960729567129786,0.10987826683338553,0.3010200129661968,2.016999260720558
