lambda_adv,adv_hidden,adv_lr,min_f1_ratio,t_aae,t_sae,val_accuracy,val_f1,val_AAE_FPR,val_AAE_FNR,val_AAE_TPR,val_AAE_acc,val_AAE_pos_rate,val_SAE_FPR,val_SAE_FNR,val_SAE_TPR,val_SAE_acc,val_SAE_pos_rate,val_FPR_gap,val_FNR_gap,val_TPR_gap,val_mean_FPR,val_mean_FNR,val_abs_balance,val_DIfav,val_DIunfav,test_accuracy,test_f1,test_AAE_FPR,test_AAE_FNR,test_AAE_TPR,test_AAE_acc,test_AAE_pos_rate,test_SAE_FPR,test_SAE_FNR,test_SAE_TPR,test_SAE_acc,test_SAE_pos_rate,test_FPR_gap,test_FNR_gap,test_TPR_gap,test_mean_FPR,test_mean_FNR,test_abs_balance,test_DIfav,test_DIunfav,train_elapsed_sec
0.025,128,0.001,,0.5,0.5,0.8859295130481571,0.933873986275733,0.9259259259259259,0.008648648648648649,0.9913513513513513,0.9653361344537815,0.9894957983193278,0.5025125628140703,0.04197416974169742,0.9580258302583026,0.8585895117540687,0.8596745027124774,0.4234133631118556,0.03332552109304877,0.03332552109304876,0.7142192443699982,0.025311409195173034,0.6889078351748251,0.07485596798270927,1.1510121373695648,0.884884346422808,0.9331667707682698,0.7407407407407407,0.010810810810810811,0.9891891891891892,0.9684873949579832,0.9821428571428571,0.5066889632107023,0.04381918819188192,0.9561808118081181,0.8561099060014461,0.8590021691973969,0.23405177753003836,0.03300837738107111,0.0330083773810711,0.6237148519757215,0.027314999501346367,0.5963998524743751,0.1266483426660618,1.1433531612929269,405.23
0.025,128,0.001,0.85,0.6387755102040816,0.1816326530612245,0.8555286521388217,0.9194298574643661,0.8148148148148148,0.018378378378378378,0.9816216216216216,0.9590336134453782,0.976890756302521,0.8140703517587939,0.005535055350553505,0.9944649446494465,0.8198915009041592,0.9555153707052442,0.0007444630560208276,0.012843323027824873,0.012843323027824871,0.8144425832868043,0.011956716864465942,0.8024858664223383,0.5194881663388761,1.0223705196472086,0.8534158149542765,0.9184741959611069,0.7037037037037037,0.016216216216216217,0.9837837837837838,0.9642857142857143,0.9758403361344538,0.8411371237458194,0.0036900369003690036,0.996309963099631,0.8152566883586406,0.9627621113521331,0.13743342004211567,0.012526179315847213,0.012526179315847208,0.7724204137247616,0.00995312655829261,0.7624672871664689,0.648792352490335,1.013584056219363,405.23
0.025,128,0.001,0.9,0.6387755102040816,0.1816326530612245,0.8555286521388217,0.9194298574643661,0.8148148148148148,0.018378378378378378,0.9816216216216216,0.9590336134453782,0.976890756302521,0.8140703517587939,0.005535055350553505,0.9944649446494465,0.8198915009041592,0.9555153707052442,0.0007444630560208276,0.012843323027824873,0.012843323027824871,0.8144425832868043,0.011956716864465942,0.8024858664223383,0.5194881663388761,1.0223705196472086,0.8534158149542765,0.9184741959611069,0.7037037037037037,0.016216216216216217,0.9837837837837838,0.9642857142857143,0.9758403361344538,0.8411371237458194,0.0036900369003690036,0.996309963099631,0.8152566883586406,0.9627621113521331,0.13743342004211567,0.012526179315847213,0.012526179315847208,0.7724204137247616,0.00995312655829261,0.7624672871664689,0.648792352490335,1.013584056219363,405.23
0.025,128,0.001,0.93,0.6387755102040816,0.1816326530612245,0.8555286521388217,0.9194298574643661,0.8148148148148148,0.018378378378378378,0.9816216216216216,0.9590336134453782,0.976890756302521,0.8140703517587939,0.005535055350553505,0.9944649446494465,0.8198915009041592,0.9555153707052442,0.0007444630560208276,0.012843323027824873,0.012843323027824871,0.8144425832868043,0.011956716864465942,0.8024858664223383,0.5194881663388761,1.0223705196472086,0.8534158149542765,0.9184741959611069,0.7037037037037037,0.016216216216216217,0.9837837837837838,0.9642857142857143,0.9758403361344538,0.8411371237458194,0.0036900369003690036,0.996309963099631,0.8152566883586406,0.9627621113521331,0.13743342004211567,0.012526179315847213,0.012526179315847208,0.7724204137247616,0.00995312655829261,0.7624672871664689,0.648792352490335,1.013584056219363,405.23
0.025,128,0.001,0.95,0.6387755102040816,0.1816326530612245,0.8555286521388217,0.9194298574643661,0.8148148148148148,0.018378378378378378,0.9816216216216216,0.9590336134453782,0.976890756302521,0.8140703517587939,0.005535055350553505,0.9944649446494465,0.8198915009041592,0.9555153707052442,0.0007444630560208276,0.012843323027824873,0.012843323027824871,0.8144425832868043,0.011956716864465942,0.8024858664223383,0.5194881663388761,1.0223705196472086,0.8534158149542765,0.9184741959611069,0.7037037037037037,0.016216216216216217,0.9837837837837838,0.9642857142857143,0.9758403361344538,0.8411371237458194,0.0036900369003690036,0.996309963099631,0.8152566883586406,0.9627621113521331,0.13743342004211567,0.012526179315847213,0.012526179315847208,0.7724204137247616,0.00995312655829261,0.7624672871664689,0.648792352490335,1.013584056219363,405.23
0.025,128,0.001,0.97,0.6387755102040816,0.1816326530612245,0.8555286521388217,0.9194298574643661,0.8148148148148148,0.018378378378378378,0.9816216216216216,0.9590336134453782,0.976890756302521,0.8140703517587939,0.005535055350553505,0.9944649446494465,0.8198915009041592,0.9555153707052442,0.0007444630560208276,0.012843323027824873,0.012843323027824871,0.8144425832868043,0.011956716864465942,0.8024858664223383,0.5194881663388761,1.0223705196472086,0.8534158149542765,0.9184741959611069,0.7037037037037037,0.016216216216216217,0.9837837837837838,0.9642857142857143,0.9758403361344538,0.8411371237458194,0.0036900369003690036,0.996309963099631,0.8152566883586406,0.9627621113521331,0.13743342004211567,0.012526179315847213,0.012526179315847208,0.7724204137247616,0.00995312655829261,0.7624672871664689,0.648792352490335,1.013584056219363,405.23
0.025,128,0.001,0.99,0.8673469387755103,0.6224489795918368,0.8754371805219263,0.9251656699531275,0.37037037037037035,0.08216216216216216,0.9178378378378378,0.9096638655462185,0.9023109243697479,0.37185929648241206,0.07149446494464945,0.9285055350553506,0.8636528028933093,0.8083182640144665,0.0014889261120417108,0.010667697217512706,0.010667697217512817,0.3711148334263912,0.0768283135534058,0.2942865198729854,0.5096420377849898,1.1162817337884399,0.8730500268961807,0.9236986744261235,0.3333333333333333,0.08756756756756756,0.9124324324324324,0.9054621848739496,0.8960084033613446,0.3795986622073579,0.07149446494464945,0.9285055350553506,0.8618944323933478,0.8098336948662328,0.04626532887402457,0.016073102622918112,0.016073102622918167,0.3564659977703456,0.0795310162561085,0.2769349815142371,0.5468455155451976,1.106410362988468,405.23
0.025,128,0.0003,,0.5,0.5,0.8853914447134786,0.9334375,0.8148148148148148,0.006486486486486486,0.9935135135135135,0.9705882352941176,0.9884453781512605,0.4991624790619765,0.046125461254612546,0.9538745387453874,0.8560578661844485,0.8556962025316456,0.31565233575283824,0.039638974768126056,0.039638974768126056,0.6569886469383956,0.026305973870549518,0.6306826730678461,0.08007149673631005,1.1551358574170452,0.8832705755782679,0.9323776877531942,0.7037037037037037,0.00972972972972973,0.9902702702702703,0.9705882352941176,0.9821428571428571,0.5250836120401338,0.042435424354243544,0.9575645756457565,0.8532176428054953,0.8640636297903109,0.17862009166356996,0.032705694624513816,0.03270569462451378,0.6143936578719187,0.026082577041986636,0.588311080829932,0.1313639720992814,1.1366556951536595,157.32
0.025,128,0.0003,0.85,0.753061224489796,0.44285714285714284,0.8778584880279795,0.9293495175848117,0.5555555555555556,0.03891891891891892,0.961081081081081,0.9464285714285714,0.9495798319327731,0.5561139028475712,0.03274907749077491,0.9672509225092251,0.854249547920434,0.8784810126582279,0.0005583472920156485,0.006169841428144009,0.0061698414281440295,0.5558347292015634,0.03583399820484691,0.5200007309967165,0.41491593224243145,1.0809338021433914,0.8760086067778375,0.9285603595227027,0.5925925925925926,0.034594594594594595,0.9654054054054054,0.9495798319327731,0.9548319327731093,0.5819397993311036,0.029981549815498155,0.9700184501845018,0.8506869125090383,0.886117136659436,0.010652793261488935,0.00461304477909644,0.004613044779096409,0.5872661959618481,0.03228807220504638,0.5549781237568018,0.39661861263209175,1.0775459389006525,157.32
0.025,128,0.0003,0.9,0.753061224489796,0.44285714285714284,0.8778584880279795,0.9293495175848117,0.5555555555555556,0.03891891891891892,0.961081081081081,0.9464285714285714,0.9495798319327731,0.5561139028475712,0.03274907749077491,0.9672509225092251,0.854249547920434,0.8784810126582279,0.0005583472920156485,0.006169841428144009,0.0061698414281440295,0.5558347292015634,0.03583399820484691,0.5200007309967165,0.41491593224243145,1.0809338021433914,0.8760086067778375,0.9285603595227027,0.5925925925925926,0.034594594594594595,0.9654054054054054,0.9495798319327731,0.9548319327731093,0.5819397993311036,0.029981549815498155,0.9700184501845018,0.8506869125090383,0.886117136659436,0.010652793261488935,0.00461304477909644,0.004613044779096409,0.5872661959618481,0.03228807220504638,0.5549781237568018,0.39661861263209175,1.0775459389006525,157.32
