lambda_adv,adv_c,min_f1_ratio,t_aae,t_sae,val_accuracy,val_f1,val_AAE_FPR,val_AAE_FNR,val_AAE_TPR,val_AAE_acc,val_AAE_pos_rate,val_SAE_FPR,val_SAE_FNR,val_SAE_TPR,val_SAE_acc,val_SAE_pos_rate,val_FPR_gap,val_FNR_gap,val_TPR_gap,val_mean_FPR,val_mean_FNR,val_abs_balance,val_DIfav,val_DIunfav,test_accuracy,test_f1,test_AAE_FPR,test_AAE_FNR,test_AAE_TPR,test_AAE_acc,test_AAE_pos_rate,test_SAE_FPR,test_SAE_FNR,test_SAE_TPR,test_SAE_acc,test_SAE_pos_rate,test_FPR_gap,test_FNR_gap,test_TPR_gap,test_mean_FPR,test_mean_FNR,test_abs_balance,test_DIfav,test_DIunfav,train_elapsed_sec
0.25,0.1,,0.5,0.5,0.8851224105461394,0.9333957260957729,0.8148148148148148,0.00972972972972973,0.9902702702702703,0.967436974789916,0.9852941176470589,0.509212730318258,0.042435424354243544,0.9575645756457565,0.8567811934900542,0.8607594936708861,0.3056020844965568,0.032705694624513816,0.03270569462451378,0.6620137725665364,0.026082577041986636,0.6359311955245497,0.10561496567695694,1.1446799174973603,0.8846153846153846,0.9331463300607761,0.7407407407407407,0.012972972972972972,0.987027027027027,0.9663865546218487,0.9800420168067226,0.5183946488294314,0.04012915129151291,0.959870848708487,0.85647143890094,0.8644251626898047,0.22234609191130927,0.02715617831853994,0.027156178318540003,0.6295676947850861,0.026551062132242943,0.6030166326528432,0.14721007317539872,1.133749973704672,34.47
0.25,0.1,0.85,0.753061224489796,0.4102040816326531,0.8705945655098197,0.9253453360235915,0.5925925925925926,0.04756756756756757,0.9524324324324325,0.9369747899159664,0.9422268907563025,0.5912897822445561,0.03136531365313653,0.9686346863468634,0.8477396021699819,0.8871609403254973,0.001302810348036476,0.016202253914431038,0.016202253914430975,0.5919411874185743,0.03946644061035205,0.5524747468082222,0.511995618276105,1.0620698424683837,0.8746637977407208,0.9280642173510343,0.5185185185185185,0.03567567567567568,0.9643243243243244,0.9506302521008403,0.9516806722689075,0.6103678929765887,0.024907749077490774,0.9750922509225092,0.8485177151120752,0.896240057845264,0.09184937445807018,0.010767926598184905,0.010767926598184818,0.5644432057475536,0.03029171237658323,0.5341514933709703,0.46568378962853046,1.0618591004940603,34.47
0.25,0.1,0.9,0.753061224489796,0.4102040816326531,0.8705945655098197,0.9253453360235915,0.5925925925925926,0.04756756756756757,0.9524324324324325,0.9369747899159664,0.9422268907563025,0.5912897822445561,0.03136531365313653,0.9686346863468634,0.8477396021699819,0.8871609403254973,0.001302810348036476,0.016202253914431038,0.016202253914430975,0.5919411874185743,0.03946644061035205,0.5524747468082222,0.511995618276105,1.0620698424683837,0.8746637977407208,0.9280642173510343,0.5185185185185185,0.03567567567567568,0.9643243243243244,0.9506302521008403,0.9516806722689075,0.6103678929765887,0.024907749077490774,0.9750922509225092,0.8485177151120752,0.896240057845264,0.09184937445807018,0.010767926598184905,0.010767926598184818,0.5644432057475536,0.03029171237658323,0.5341514933709703,0.46568378962853046,1.0618591004940603,34.47
0.25,0.1,0.93,0.753061224489796,0.4102040816326531,0.8705945655098197,0.9253453360235915,0.5925925925925926,0.04756756756756757,0.9524324324324325,0.9369747899159664,0.9422268907563025,0.5912897822445561,0.03136531365313653,0.9686346863468634,0.8477396021699819,0.8871609403254973,0.001302810348036476,0.016202253914431038,0.016202253914430975,0.5919411874185743,0.03946644061035205,0.5524747468082222,0.511995618276105,1.0620698424683837,0.8746637977407208,0.9280642173510343,0.5185185185185185,0.03567567567567568,0.9643243243243244,0.9506302521008403,0.9516806722689075,0.6103678929765887,0.024907749077490774,0.9750922509225092,0.8485177151120752,0.896240057845264,0.09184937445807018,0.010767926598184905,0.010767926598184818,0.5644432057475536,0.03029171237658323,0.5341514933709703,0.46568378962853046,1.0618591004940603,34.47
0.25,0.1,0.95,0.753061224489796,0.4102040816326531,0.8705945655098197,0.9253453360235915,0.5925925925925926,0.04756756756756757,0.9524324324324325,0.9369747899159664,0.9422268907563025,0.5912897822445561,0.03136531365313653,0.9686346863468634,0.8477396021699819,0.8871609403254973,0.001302810348036476,0.016202253914431038,0.016202253914430975,0.5919411874185743,0.03946644061035205,0.5524747468082222,0.511995618276105,1.0620698424683837,0.8746637977407208,0.9280642173510343,0.5185185185185185,0.03567567567567568,0.9643243243243244,0.9506302521008403,0.9516806722689075,0.6103678929765887,0.024907749077490774,0.9750922509225092,0.8485177151120752,0.896240057845264,0.09184937445807018,0.010767926598184905,0.010767926598184818,0.5644432057475536,0.03029171237658323,0.5341514933709703,0.46568378962853046,1.0618591004940603,34.47
0.25,0.1,0.97,0.753061224489796,0.4102040816326531,0.8705945655098197,0.9253453360235915,0.5925925925925926,0.04756756756756757,0.9524324324324325,0.9369747899159664,0.9422268907563025,0.5912897822445561,0.03136531365313653,0.9686346863468634,0.8477396021699819,0.8871609403254973,0.001302810348036476,0.016202253914431038,0.016202253914430975,0.5919411874185743,0.03946644061035205,0.5524747468082222,0.511995618276105,1.0620698424683837,0.8746637977407208,0.9280642173510343,0.5185185185185185,0.03567567567567568,0.9643243243243244,0.9506302521008403,0.9516806722689075,0.6103678929765887,0.024907749077490774,0.9750922509225092,0.8485177151120752,0.896240057845264,0.09184937445807018,0.010767926598184905,0.010767926598184818,0.5644432057475536,0.03029171237658323,0.5341514933709703,0.46568378962853046,1.0618591004940603,34.47
0.25,0.1,0.99,0.753061224489796,0.4102040816326531,0.8705945655098197,0.9253453360235915,0.5925925925925926,0.04756756756756757,0.9524324324324325,0.9369747899159664,0.9422268907563025,0.5912897822445561,0.03136531365313653,0.9686346863468634,0.8477396021699819,0.8871609403254973,0.001302810348036476,0.016202253914431038,0.016202253914430975,0.5919411874185743,0.03946644061035205,0.5524747468082222,0.511995618276105,1.0620698424683837,0.8746637977407208,0.9280642173510343,0.5185185185185185,0.03567567567567568,0.9643243243243244,0.9506302521008403,0.9516806722689075,0.6103678929765887,0.024907749077490774,0.9750922509225092,0.8485177151120752,0.896240057845264,0.09184937445807018,0.010767926598184905,0.010767926598184818,0.5644432057475536,0.03029171237658323,0.5341514933709703,0.46568378962853046,1.0618591004940603,34.47
0.25,0.5,,0.5,0.5,0.8827011030400861,0.932108377452507,0.8148148148148148,0.010810810810810811,0.9891891891891892,0.9663865546218487,0.9842436974789915,0.525963149078727,0.04151291512915129,0.9584870848708487,0.8538878842676311,0.8650994575045208,0.2888516657360878,0.03070210431834048,0.03070210431834053,0.6703889819467709,0.02616186296998105,0.6442271189767899,0.11679939206725252,1.137723157220471,0.8864981172673481,0.9342883836810962,0.7407407407407407,0.00972972972972973,0.9902702702702703,0.9695378151260504,0.9831932773109243,0.5167224080267558,0.03874538745387454,0.9612546125461254,0.8579175704989154,0.8651482284887925,0.22401833271398486,0.029015657724144814,0.029015657724144828,0.6287315743837483,0.024237558591802134,0.6044940157919462,0.12463107643616021,1.1364448698737784,57.84
0.25,0.5,0.85,0.589795918367347,0.3122448979591837,0.8689803605057842,0.9259540824083928,0.7037037037037037,0.017297297297297298,0.9827027027027027,0.9632352941176471,0.9747899159663865,0.7035175879396985,0.014760147601476014,0.985239852398524,0.8365280289330922,0.9244122965641953,0.00018611576400517915,0.0025371496958212832,0.002537149695821306,0.7036106458217011,0.016028722449386655,0.6875819233723144,0.33352092407219003,1.0544969047301327,0.8703604088219473,0.9267922235722965,0.7037037037037037,0.016216216216216217,0.9837837837837838,0.9642857142857143,0.9758403361344538,0.7040133779264214,0.012453874538745387,0.9875461254612546,0.8380332610267535,0.9262472885032538,0.00030967422271765965,0.00376234167747083,0.003762341677470804,0.7038585408150626,0.014335045377480801,0.6895234954375818,0.32757657446731786,1.0535418971924004,57.84
0.25,0.5,0.9,0.589795918367347,0.3122448979591837,0.8689803605057842,0.9259540824083928,0.7037037037037037,0.017297297297297298,0.9827027027027027,0.9632352941176471,0.9747899159663865,0.7035175879396985,0.014760147601476014,0.985239852398524,0.8365280289330922,0.9244122965641953,0.00018611576400517915,0.0025371496958212832,0.002537149695821306,0.7036106458217011,0.016028722449386655,0.6875819233723144,0.33352092407219003,1.0544969047301327,0.8703604088219473,0.9267922235722965,0.7037037037037037,0.016216216216216217,0.9837837837837838,0.9642857142857143,0.9758403361344538,0.7040133779264214,0.012453874538745387,0.9875461254612546,0.8380332610267535,0.9262472885032538,0.00030967422271765965,0.00376234167747083,0.003762341677470804,0.7038585408150626,0.014335045377480801,0.6895234954375818,0.32757657446731786,1.0535418971924004,57.84
