lambda_adv,adv_c,min_f1_ratio,d_aae_0,d_sae_0,d_aae_1,d_sae_1,d_aae_2,d_sae_2,val_accuracy,val_f1_macro,val_f1_weighted,val_f1_class_0,val_f1_class_1,val_f1_class_2,val_AAE_FPR_0,val_AAE_FNR_0,val_AAE_FPR_1,val_AAE_FNR_1,val_AAE_FPR_2,val_AAE_FNR_2,val_SAE_FPR_0,val_SAE_FNR_0,val_SAE_FPR_1,val_SAE_FNR_1,val_SAE_FPR_2,val_SAE_FNR_2,val_FPR_gap_0,val_FNR_gap_0,val_FPR_gap_1,val_FNR_gap_1,val_FPR_gap_2,val_FNR_gap_2,val_mean_FPR_gap,val_mean_FNR_gap,val_AAE_mean_FPR,val_SAE_mean_FPR,val_AAE_mean_FNR,val_SAE_mean_FNR,val_mean_FPR,val_mean_FNR,val_abs_balance,test_accuracy,test_f1_macro,test_f1_weighted,test_f1_class_0,test_f1_class_1,test_f1_class_2,test_AAE_FPR_0,test_AAE_FNR_0,test_AAE_FPR_1,test_AAE_FNR_1,test_AAE_FPR_2,test_AAE_FNR_2,test_SAE_FPR_0,test_SAE_FNR_0,test_SAE_FPR_1,test_SAE_FNR_1,test_SAE_FPR_2,test_SAE_FNR_2,test_FPR_gap_0,test_FNR_gap_0,test_FPR_gap_1,test_FNR_gap_1,test_FPR_gap_2,test_FNR_gap_2,test_mean_FPR_gap,test_mean_FNR_gap,test_AAE_mean_FPR,test_SAE_mean_FPR,test_AAE_mean_FNR,test_SAE_mean_FNR,test_mean_FPR,test_mean_FNR,test_abs_balance,train_elapsed_sec
0.15,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.8412698412698413,0.5387121618762515,0.8132407060599897,0.631578947368421,0.07692307692307693,0.9076344613372568,0.012972972972832725,0.7407407404663923,0.0,0.9999999997142857,0.8870967740504683,0.013483146067264234,0.04843173431711978,0.438860971516937,0.0038684719535633716,0.9499999999472222,0.5250965250897671,0.04527162977844431,0.035458761344287056,0.3018797689494553,0.0038684719535633716,0.049999999767063485,0.36200024896070115,0.03178848371118008,0.13377582741951718,0.12788941747589963,0.300023249007767,0.19246557712015008,0.5847412954159806,0.47804420041420115,0.24624441306395856,0.5313927479150908,0.10755767188761692,0.843733189887036,0.5490082568102957,0.8176208564224251,0.6348061316501352,0.1016949152542373,0.9105237235265146,0.007567567567485756,0.7777777774897119,0.0021786492374490343,0.9999999997058824,0.885245901494222,0.008978675645241541,0.05765682656799974,0.42140468226720057,0.0030935808197869548,0.9333333332814815,0.4948586118188322,0.04929577464763936,0.05008925900051398,0.3563730952225113,0.0009149315823379204,0.06666666642440089,0.3903872896753898,0.04031709900239782,0.1471304934194139,0.15445228688310333,0.29833070609971896,0.1852030064022063,0.5955854842802786,0.46801126339877386,0.24176685625096261,0.5317983738395262,0.11312769969751266,73.45
0.15,0.1,0.85,1.5,0.0,1.5,0.5,0.0,0.0,0.8288942695722357,0.5563832403872101,0.8085922639264149,0.6153846153846154,0.15441176470588236,0.8993533410711325,0.06162162162095544,0.44444444427983537,0.01635768811323492,0.9142857140244898,0.6612903224739854,0.07752808988676935,0.04704797047948779,0.4422110552689747,0.008123791102483081,0.8999999999499999,0.5148005147938893,0.04879275653898998,0.01457365114146765,0.0022333890108606758,0.008233897010751839,0.014285714074489864,0.14648980768009612,0.02873533334777937,0.056432451944105205,0.015084812144376637,0.24642321073605858,0.1899907587919534,0.47875274939703155,0.46366793725265487,0.218206984764006,0.47121034332484324,0.05643245194410518,0.8337816030123723,0.5625551443098749,0.8144466962841498,0.6275862068965518,0.15613382899628253,0.9039453970367904,0.0518918918913309,0.3333333332098765,0.016339869280867756,0.9705882350086505,0.6065573769497447,0.06509539842800117,0.05673431734291175,0.42140468226720057,0.007347254446994017,0.8888888888395061,0.48329048842566463,0.05331991951683441,0.0048424254515808465,0.08807134905732406,0.008992614833873739,0.08169934616914443,0.12326688852408002,0.011775478911166766,0.04570064293651154,0.06051539137921175,0.22492971270731443,0.18245735340519012,0.45633898888217606,0.45453783020784705,0.20369353305625226,0.4554384095450116,0.04247235930212431,73.45
0.15,0.1,0.9,1.5,0.0,1.5,0.5,0.0,0.0,0.8288942695722357,0.5563832403872101,0.8085922639264149,0.6153846153846154,0.15441176470588236,0.8993533410711325,0.06162162162095544,0.44444444427983537,0.01635768811323492,0.9142857140244898,0.6612903224739854,0.07752808988676935,0.04704797047948779,0.4422110552689747,0.008123791102483081,0.8999999999499999,0.5148005147938893,0.04879275653898998,0.01457365114146765,0.0022333890108606758,0.008233897010751839,0.014285714074489864,0.14648980768009612,0.02873533334777937,0.056432451944105205,0.015084812144376637,0.24642321073605858,0.1899907587919534,0.47875274939703155,0.46366793725265487,0.218206984764006,0.47121034332484324,0.05643245194410518,0.8337816030123723,0.5625551443098749,0.8144466962841498,0.6275862068965518,0.15613382899628253,0.9039453970367904,0.0518918918913309,0.3333333332098765,0.016339869280867756,0.9705882350086505,0.6065573769497447,0.06509539842800117,0.05673431734291175,0.42140468226720057,0.007347254446994017,0.8888888888395061,0.48329048842566463,0.05331991951683441,0.0048424254515808465,0.08807134905732406,0.008992614833873739,0.08169934616914443,0.12326688852408002,0.011775478911166766,0.04570064293651154,0.06051539137921175,0.22492971270731443,0.18245735340519012,0.45633898888217606,0.45453783020784705,0.20369353305625226,0.4554384095450116,0.04247235930212431,73.45
0.15,0.1,0.93,1.5,0.0,1.5,0.5,0.0,0.0,0.8288942695722357,0.5563832403872101,0.8085922639264149,0.6153846153846154,0.15441176470588236,0.8993533410711325,0.06162162162095544,0.44444444427983537,0.01635768811323492,0.9142857140244898,0.6612903224739854,0.07752808988676935,0.04704797047948779,0.4422110552689747,0.008123791102483081,0.8999999999499999,0.5148005147938893,0.04879275653898998,0.01457365114146765,0.0022333890108606758,0.008233897010751839,0.014285714074489864,0.14648980768009612,0.02873533334777937,0.056432451944105205,0.015084812144376637,0.24642321073605858,0.1899907587919534,0.47875274939703155,0.46366793725265487,0.218206984764006,0.47121034332484324,0.05643245194410518,0.8337816030123723,0.5625551443098749,0.8144466962841498,0.6275862068965518,0.15613382899628253,0.9039453970367904,0.0518918918913309,0.3333333332098765,0.016339869280867756,0.9705882350086505,0.6065573769497447,0.06509539842800117,0.05673431734291175,0.42140468226720057,0.007347254446994017,0.8888888888395061,0.48329048842566463,0.05331991951683441,0.0048424254515808465,0.08807134905732406,0.008992614833873739,0.08169934616914443,0.12326688852408002,0.011775478911166766,0.04570064293651154,0.06051539137921175,0.22492971270731443,0.18245735340519012,0.45633898888217606,0.45453783020784705,0.20369353305625226,0.4554384095450116,0.04247235930212431,73.45
0.15,0.1,0.95,1.5,0.0,1.5,0.5,0.0,0.0,0.8288942695722357,0.5563832403872101,0.8085922639264149,0.6153846153846154,0.15441176470588236,0.8993533410711325,0.06162162162095544,0.44444444427983537,0.01635768811323492,0.9142857140244898,0.6612903224739854,0.07752808988676935,0.04704797047948779,0.4422110552689747,0.008123791102483081,0.8999999999499999,0.5148005147938893,0.04879275653898998,0.01457365114146765,0.0022333890108606758,0.008233897010751839,0.014285714074489864,0.14648980768009612,0.02873533334777937,0.056432451944105205,0.015084812144376637,0.24642321073605858,0.1899907587919534,0.47875274939703155,0.46366793725265487,0.218206984764006,0.47121034332484324,0.05643245194410518,0.8337816030123723,0.5625551443098749,0.8144466962841498,0.6275862068965518,0.15613382899628253,0.9039453970367904,0.0518918918913309,0.3333333332098765,0.016339869280867756,0.9705882350086505,0.6065573769497447,0.06509539842800117,0.05673431734291175,0.42140468226720057,0.007347254446994017,0.8888888888395061,0.48329048842566463,0.05331991951683441,0.0048424254515808465,0.08807134905732406,0.008992614833873739,0.08169934616914443,0.12326688852408002,0.011775478911166766,0.04570064293651154,0.06051539137921175,0.22492971270731443,0.18245735340519012,0.45633898888217606,0.45453783020784705,0.20369353305625226,0.4554384095450116,0.04247235930212431,73.45
0.15,0.1,0.97,1.5,0.0,1.5,0.5,0.0,0.0,0.8288942695722357,0.5563832403872101,0.8085922639264149,0.6153846153846154,0.15441176470588236,0.8993533410711325,0.06162162162095544,0.44444444427983537,0.01635768811323492,0.9142857140244898,0.6612903224739854,0.07752808988676935,0.04704797047948779,0.4422110552689747,0.008123791102483081,0.8999999999499999,0.5148005147938893,0.04879275653898998,0.01457365114146765,0.0022333890108606758,0.008233897010751839,0.014285714074489864,0.14648980768009612,0.02873533334777937,0.056432451944105205,0.015084812144376637,0.24642321073605858,0.1899907587919534,0.47875274939703155,0.46366793725265487,0.218206984764006,0.47121034332484324,0.05643245194410518,0.8337816030123723,0.5625551443098749,0.8144466962841498,0.6275862068965518,0.15613382899628253,0.9039453970367904,0.0518918918913309,0.3333333332098765,0.016339869280867756,0.9705882350086505,0.6065573769497447,0.06509539842800117,0.05673431734291175,0.42140468226720057,0.007347254446994017,0.8888888888395061,0.48329048842566463,0.05331991951683441,0.0048424254515808465,0.08807134905732406,0.008992614833873739,0.08169934616914443,0.12326688852408002,0.011775478911166766,0.04570064293651154,0.06051539137921175,0.22492971270731443,0.18245735340519012,0.45633898888217606,0.45453783020784705,0.20369353305625226,0.4554384095450116,0.04247235930212431,73.45
0.15,0.1,0.99,1.0,0.0,0.5,0.0,0.0,0.0,0.8353510895883777,0.5342533217678094,0.8087954073315295,0.6229802513464991,0.0759493670886076,0.9038303468683215,0.04108108108063696,0.5555555553497942,0.0032715376226469845,0.9999999997142857,0.7741935482622269,0.04382022471860876,0.04843173431711978,0.438860971516937,0.0038684719535633716,0.9499999999472222,0.5250965250897671,0.04527162977844431,0.007350653236482818,0.11669458383285719,0.0005969343309163871,0.049999999767063485,0.24909702317245974,0.001451405059835549,0.08568153691328632,0.05604866288658541,0.27284872232183693,0.19246557712015008,0.5331252599275629,0.47804420041420115,0.2326571497209935,0.505584730170882,0.08038314520168685,0.8418504572350726,0.5486925140987308,0.8167857985032776,0.6354810238305384,0.10126582278481013,0.909330695680844,0.024864864864596055,0.481481481303155,0.0032679738561735513,0.9999999997058824,0.7213114752915882,0.02581369248006943,0.05765682656799974,0.42140468226720057,0.0030935808197869548,0.9333333332814815,0.4948586118188322,0.04929577464763936,0.032791961703403684,0.06007679903595442,0.00017439303638659654,0.06666666642440089,0.22645286347275606,0.023482082167569928,0.08647307273751544,0.05007518254264174,0.24981477133745264,0.1852030064022063,0.5024317244963689,0.46801126339877386,0.21750888886982947,0.48522149394757136,0.06461176493524634,73.45
0.15,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.837772397094431,0.5325538508106565,0.8090751683584284,0.6136783733826248,0.07792207792207792,0.9060611011272668,0.014054054053902119,0.7037037034430726,0.0,0.9999999997142857,0.8709677417950052,0.014606741572869586,0.05212177121747177,0.4572864321531443,0.0027079303674943603,0.9499999999472222,0.5353925353856449,0.046277665995743074,0.038067717163569645,0.24641727128992835,0.0027079303674943603,0.049999999767063485,0.33557520640936034,0.03167092442287349,0.1254502846468081,0.10936273182662178,0.2950072652829691,0.19674074565687036,0.5727701482434093,0.4845213660320365,0.24587400546991972,0.5286457571377229,0.09826651962609875,0.8431952662721893,0.5353582265431999,0.8153065092965812,0.6352087114337568,0.0603448275862069,0.9105211406096362,0.008648648648555149,0.8518518515363511,0.0010893246187245172,0.9999999997058824,0.9180327867347488,0.008978675645241541,0.054889298892735756,0.42140468226720057,0.0038669760247336932,0.961111111057716,0.49999999999357325,0.046780684104392456,0.04624065024418061,0.43044716926915055,0.002777651406009176,0.03888888864816642,0.4180327867411755,0.03780200845915092,0.1556836961304551,0.16904602212548928,0.3092569200006761,0.18625209163701426,0.620276842295825,0.47643215914310305,0.24775450581884517,0.548354500719464,0.12300482836366186,70.24
0.15,0.5,0.85,1.0,-0.5,-1.5,-1.5,0.0,0.0,0.8248587570621468,0.4849424192480349,0.789161838368009,0.5562015503875969,0.0,0.8986257073565077,0.045405405404914535,0.5555555553497942,0.0,0.9999999997142857,0.7580645160067637,0.04382022471860876,0.03643911439097584,0.5393634840780676,0.0007736943907126744,0.9999999999444444,0.6190476190396519,0.030181086518962872,0.008966291013938699,0.016192071271726616,0.0007736943907126744,2.3015878092280673e-10,0.13901689696711184,0.013639138199645889,0.0495856274572544,0.009943736567177095,0.2678233071372261,0.2187534759404468,0.5331252599275629,0.523181523513825,0.24328839153883644,0.528153391720694,0.04906983119677927,0.8332436793975255,0.495404261987491,0.7978796329718779,0.5822050290135397,0.0,0.9040077569489334,0.03135135135101242,0.5925925923731138,0.0,0.9999999997058824,0.7868852457726417,0.0303030303026902,0.03643911439097584,0.5150501672154674,0.0,0.9999999999444444,0.5964010282699691,0.02766599597571597,0.005087763039963417,0.07754242515764642,0.0,2.3856205899619454e-10,0.19048421750267264,0.0026370343269742323,0.06519066018087868,0.026726486574394238,0.2727455323745514,0.21094671422031497,0.5409652074605621,0.5142387210452092,0.24184612329743319,0.5276019642528856,0.061798818154236435,70.24
0.15,0.5,0.9,1.0,-0.5,-1.5,-1.5,0.0,0.0,0.8248587570621468,0.4849424192480349,0.789161838368009,0.5562015503875969,0.0,0.8986257073565077,0.045405405404914535,0.5555555553497942,0.0,0.9999999997142857,0.7580645160067637,0.04382022471860876,0.03643911439097584,0.5393634840780676,0.0007736943907126744,0.9999999999444444,0.6190476190396519,0.030181086518962872,0.008966291013938699,0.016192071271726616,0.0007736943907126744,2.3015878092280673e-10,0.13901689696711184,0.013639138199645889,0.0495856274572544,0.009943736567177095,0.2678233071372261,0.2187534759404468,0.5331252599275629,0.523181523513825,0.24328839153883644,0.528153391720694,0.04906983119677927,0.8332436793975255,0.495404261987491,0.7978796329718779,0.5822050290135397,0.0,0.9040077569489334,0.03135135135101242,0.5925925923731138,0.0,0.9999999997058824,0.7868852457726417,0.0303030303026902,0.03643911439097584,0.5150501672154674,0.0,0.9999999999444444,0.5964010282699691,0.02766599597571597,0.005087763039963417,0.07754242515764642,0.0,2.3856205899619454e-10,0.19048421750267264,0.0026370343269742323,0.06519066018087868,0.026726486574394238,0.2727455323745514,0.21094671422031497,0.5409652074605621,0.5142387210452092,0.24184612329743319,0.5276019642528856,0.061798818154236435,70.24
